"","Timestamp","Class_Year","Major","Gender","Mood","Number_of_Classes","Class1_Participation","Class1_Type","Class1_Professor_Gender","Class2_Participation","Class2_Type","Class2_Professor_Gender","Class3_Participation","Class3_Type","Class3_Professor_Gender","Class4_Participation","Class4_Type","Class4_Professor_Gender","Class5_Participation","Class5_Type","Class5_Professor_Gender"
"1","2022/12/05 5:08:35 PM EST","Freshman","Art or Humanities","Female",2,4,"Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","","",""
"2","2022/12/05 5:08:35 PM EST","Senior","Art or Humanities","Male",1,4,"Sometimes","STEM","Male","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Female","","",""
"3","2022/12/05 5:08:35 PM EST","Junior","Art or Humanities","Female",2,5,"Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Male","Sometimes","Art or Humanities","Male","Never participate","Art or Humanities","Male","Participate a lot","Art or Humanities","Female"
"4","2022/12/05 5:08:36 PM EST","Freshman","Art or Humanities","Female",3,4,"Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","","",""
"5","2022/12/05 5:08:37 PM EST","Senior","Art or Humanities","Male",2,4,"Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Male","Participate a lot","STEM","Female","Participate a lot","STEM","Female","","",""
"6","2022/12/05 5:08:39 PM EST","Freshman","STEM","Female",4,4,"Participate a lot","STEM","Male","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"7","2022/12/05 5:08:39 PM EST","Senior","Art or Humanities","Male",3,4,"Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"8","2022/12/05 5:08:43 PM EST","Freshman","STEM","Female",3,4,"Never participate","STEM","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Female","","",""
"9","2022/12/05 5:08:46 PM EST","Senior","STEM","Female",3,4,"Participate a lot","STEM","Male","Sometimes","STEM","Male","Never participate","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"10","2022/12/05 5:08:47 PM EST","Sophomore","STEM","Female",3,4,"Sometimes","STEM","Male","Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"11","2022/12/05 5:08:48 PM EST","Sophomore","Art or Humanities","Female",1,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","","",""
"12","2022/12/05 5:08:51 PM EST","Senior","STEM","Female",2,3,"Sometimes","Art or Humanities","Male","Participate a lot","STEM","Female","Never participate","STEM","Female","Participate a lot","STEM","Female","","",""
"13","2022/12/05 5:08:52 PM EST","Senior","Art or Humanities","Female",2,3,"Sometimes","Art or Humanities","Male","Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Female","","","","","",""
"14","2022/12/05 5:08:54 PM EST","Freshman","STEM","Female",2,4,"Participate a lot","STEM","Female","Sometimes","STEM","Female","Participate a lot","STEM","Male","Participate a lot","STEM","Female","","",""
"15","2022/12/05 5:08:55 PM EST","Freshman","","Male",3,4,"Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","Never participate","STEM","Female","Sometimes","Art or Humanities","Male","","",""
"16","2022/12/05 5:08:56 PM EST","Sophomore","Art or Humanities","Male",4,4,"Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"17","2022/12/05 5:08:57 PM EST","Sophomore","STEM","Female",2,4,"Never participate","STEM","Male","Never participate","Art or Humanities","Female","Never participate","STEM","Male","Sometimes","STEM","Male","","",""
"18","2022/12/05 5:09:03 PM EST","Junior","Art or Humanities","Female",2,4,"Participate a lot","Art or Humanities","Male","Never participate","STEM","Male","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Male","","",""
"19","2022/12/05 5:09:11 PM EST","Senior","Art or Humanities","Male",5,4,"Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"20","2022/12/05 5:09:11 PM EST","Sophomore","STEM","Male",5,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Male","Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"21","2022/12/05 5:09:14 PM EST","Junior","STEM","Female",2,4,"Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Participate a lot","STEM","Female","Participate a lot","STEM","Female","","",""
"22","2022/12/05 5:09:18 PM EST","Freshman","Art or Humanities","Female",2,4,"Never participate","Art or Humanities","Male","Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Sometimes","STEM","Female","","",""
"23","2022/12/05 5:09:28 PM EST","Junior","STEM","Female",5,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Female","Never participate","Art or Humanities","Male","Never participate","STEM","Other","","",""
"24","2022/12/05 5:09:28 PM EST","Senior","STEM","Male",4,4,"Participate a lot","STEM","Male","Sometimes","STEM","Male","Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","","",""
"25","2022/12/05 5:09:32 PM EST","Sophomore","Art or Humanities","Female",2,4,"Participate a lot","Art or Humanities","Female","Never participate","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","","",""
"26","2022/12/05 5:09:35 PM EST","Senior","Art or Humanities","Female",3,3,"Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","Sometimes","Art or Humanities","Male","","","","","",""
"27","2022/12/05 5:09:44 PM EST","Junior","STEM","Female",4,4,"Sometimes","Art or Humanities","Male","Sometimes","STEM","Female","Sometimes","Art or Humanities","Female","Participate a lot","STEM","Male","","",""
"28","2022/12/05 5:09:49 PM EST","Freshman","Art or Humanities","Female",2,4,"Participate a lot","Art or Humanities","Female","Never participate","Art or Humanities","Male","Never participate","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"29","2022/12/05 5:09:50 PM EST","Senior","Art or Humanities","Male",4,3,"Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female"
"30","2022/12/05 5:09:58 PM EST","Freshman","STEM","Female",3,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Male","Participate a lot","STEM","Male","","",""
"31","2022/12/05 5:10:18 PM EST","Freshman","STEM","Female",4,4,"Sometimes","STEM","Female","Sometimes","STEM","Female","Never participate","STEM","Male","Sometimes","Art or Humanities","Female","","",""
"32","2022/12/05 5:10:25 PM EST","Sophomore","STEM","Female",4,4,"Sometimes","Art or Humanities","Female","Never participate","STEM","Male","Participate a lot","Art or Humanities","Male","Never participate","STEM","Female","","",""
"33","2022/12/05 5:10:26 PM EST","Sophomore","Art or Humanities","Female",3,5,"Never participate","Art or Humanities","Male","Sometimes","Art or Humanities","Male","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Other"
"34","2022/12/05 5:10:30 PM EST","Sophomore","STEM","Male",2,3,"Sometimes","Art or Humanities","Male","Never participate","STEM","Male","Never participate","STEM","Male","Never participate","STEM","Male","Never participate","STEM","Male"
"35","2022/12/05 5:10:32 PM EST","Senior","STEM","Female",2,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Female","Sometimes","Art or Humanities","Male","Participate a lot","STEM","Female","","",""
"36","2022/12/05 5:10:34 PM EST","Senior","STEM","Male",4,4,"Never participate","STEM","Male","Sometimes","STEM","Male","Participate a lot","STEM","Male","Never participate","STEM","Female","","",""
"37","2022/12/05 5:10:40 PM EST","Sophomore","Art or Humanities","Other",4,4,"Never participate","STEM","Male","Never participate","STEM","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female"
"38","2022/12/05 5:10:49 PM EST","Junior","Art or Humanities","Female",3,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","","",""
"39","2022/12/05 5:10:54 PM EST","Freshman","STEM","Male",3,4,"Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","","",""
"40","2022/12/05 5:10:56 PM EST","Senior","STEM","Male",3,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Male","Participate a lot","STEM","Male","","",""
"41","2022/12/05 5:10:58 PM EST","Senior","STEM","Female",3,4,"Participate a lot","STEM","Male","Sometimes","Art or Humanities","Female","Participate a lot","STEM","Male","Never participate","STEM","Male","","",""
"42","2022/12/05 5:11:01 PM EST","Senior","STEM","Female",3,4,"Never participate","STEM","Male","Never participate","Art or Humanities","Female","Participate a lot","STEM","Male","Participate a lot","STEM","Male","","",""
"43","2022/12/05 5:11:11 PM EST","Senior","STEM","Female",2,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Sometimes","STEM","Male","Participate a lot","STEM","Male","","",""
"44","2022/12/05 5:11:15 PM EST","Sophomore","STEM","Female",2,4,"Sometimes","STEM","Male","Never participate","STEM","Female","Sometimes","STEM","Male","Never participate","Art or Humanities","Male","","",""
"45","2022/12/05 5:11:25 PM EST","Junior","STEM","Male",3,4,"Sometimes","STEM","Female","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","","",""
"46","2022/12/05 5:12:04 PM EST","Junior","STEM","Female",4,4,"Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Never participate","STEM","Male","","",""
"47","2022/12/05 5:12:08 PM EST","Senior","STEM","Male",3,4,"Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Female","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"48","2022/12/05 5:12:13 PM EST","Freshman","STEM","Female",3,4,"Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","","",""
"49","2022/12/05 5:12:40 PM EST","Senior","STEM","Female",3,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"50","2022/12/05 5:12:44 PM EST","Senior","Art or Humanities","Female",3,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"51","2022/12/05 5:13:05 PM EST","Sophomore","STEM","Female",2,4,"","","","","","","","","","","","","","",""
"52","2022/12/05 5:13:22 PM EST","Sophomore","STEM","Female",3,4,"Never participate","Art or Humanities","Male","Never participate","STEM","Male","Sometimes","STEM","Female","Sometimes","STEM","Male","","",""
"53","2022/12/05 5:13:41 PM EST","Junior","Art or Humanities","Other",2,3,"Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Never participate","Art or Humanities","Female","","","","","",""
"54","2022/12/05 5:13:48 PM EST","Sophomore","STEM","Female",1,4,"Never participate","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Never participate","STEM","Male","Sometimes","STEM","Female","","",""
"55","2022/12/05 5:14:04 PM EST","Freshman","STEM","Male",4,4,"Sometimes","STEM","Male","Participate a lot","STEM","Male","Never participate","STEM","Male","Sometimes","Art or Humanities","Male","","",""
"56","2022/12/05 5:14:13 PM EST","Sophomore","Art or Humanities","Female",3,4,"Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","","",""
"57","2022/12/05 5:14:15 PM EST","Senior","STEM","Male",3,4,"Participate a lot","STEM","Male","Sometimes","STEM","Male","Participate a lot","STEM","Male","Participate a lot","STEM","Female","","",""
"58","2022/12/05 5:14:18 PM EST","Sophomore","STEM","Female",3,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"59","2022/12/05 5:15:03 PM EST","Junior","STEM","Male",4,4,"Sometimes","STEM","Male","Never participate","Art or Humanities","Male","Never participate","STEM","Male","Sometimes","STEM","Male","","",""
"60","2022/12/05 5:15:34 PM EST","Senior","STEM","Male",4,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"61","2022/12/05 5:15:34 PM EST","Sophomore","Art or Humanities","Female",3,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"62","2022/12/05 5:16:02 PM EST","Sophomore","STEM","Female",2,4,"Participate a lot","Art or Humanities","Female","Never participate","STEM","Male","Never participate","STEM","Female","Sometimes","Art or Humanities","Male","","",""
"63","2022/12/05 5:16:08 PM EST","Junior","STEM","Female",2,4,"Sometimes","STEM","Female","Participate a lot","Art or Humanities","Male","Never participate","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"64","2022/12/05 5:16:18 PM EST","Sophomore","STEM","Male",3,4,"Sometimes","STEM","Male","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Male","Never participate","STEM","Male","","",""
"65","2022/12/05 5:16:44 PM EST","Senior","STEM","Female",4,3,"Sometimes","STEM","Male","Never participate","STEM","Other","Sometimes","Art or Humanities","Female","","","","","",""
"66","2022/12/05 5:16:56 PM EST","Junior","STEM","Female",4,4,"Sometimes","STEM","Female","Sometimes","Art or Humanities","Female","Never participate","STEM","Male","Sometimes","Art or Humanities","Female","","",""
"67","2022/12/05 5:17:14 PM EST","Freshman","Art or Humanities","Male",3,4,"Sometimes","STEM","Male","Sometimes","Art or Humanities","Male","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Male","","",""
"68","2022/12/05 5:17:23 PM EST","Senior","STEM","Female",4,4,"Participate a lot","Art or Humanities","Male","Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Female","Participate a lot","STEM","Female","","",""
"69","2022/12/05 5:17:33 PM EST","Junior","Art or Humanities","Other",3,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Other","Participate a lot","Art or Humanities","Male","","",""
"70","2022/12/05 5:18:08 PM EST","Freshman","STEM","Female",3,4,"Never participate","STEM","Male","Never participate","STEM","Male","Never participate","Art or Humanities","Female","Never participate","Art or Humanities","Male","Never participate","STEM","Male"
"71","2022/12/05 5:18:23 PM EST","Junior","STEM","Female",4,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","STEM","Male","","",""
"72","2022/12/05 5:19:32 PM EST","Freshman","Art or Humanities","Female",4,4,"Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"73","2022/12/05 5:19:32 PM EST","Freshman","STEM","Female",5,4,"Participate a lot","STEM","Male","Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"74","2022/12/05 5:19:52 PM EST","Sophomore","STEM","Female",3,4,"Sometimes","STEM","Female","Sometimes","STEM","Female","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Male","","",""
"75","2022/12/05 5:19:52 PM EST","Junior","Art or Humanities","Female",2,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Female","","",""
"76","2022/12/05 5:20:26 PM EST","Freshman","Art or Humanities","Female",3,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"77","2022/12/05 5:20:28 PM EST","Sophomore","STEM","Male",4,4,"Participate a lot","STEM","Female","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Female","Sometimes","STEM","Other","","",""
"78","2022/12/05 5:20:55 PM EST","Sophomore","STEM","Male",2,4,"Sometimes","Art or Humanities","Male","Sometimes","STEM","Male","Never participate","STEM","Male","Never participate","STEM","Female","","",""
"79","2022/12/05 5:20:58 PM EST","Freshman","STEM","Female",1,4,"Sometimes","STEM","Female","Participate a lot","Art or Humanities","Female","Sometimes","STEM","Female","Participate a lot","Art or Humanities","Female","","",""
"80","2022/12/05 5:21:00 PM EST","Sophomore","Art or Humanities","Female",1,4,"Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Female","","",""
"81","2022/12/05 5:21:08 PM EST","Senior","STEM","Female",2,3,"Sometimes","STEM","Female","Sometimes","STEM","Male","Participate a lot","STEM","Female","","","","","",""
"82","2022/12/05 5:21:32 PM EST","","","",NA,NA,"","","","","","","","","","","","","","",""
"83","2022/12/05 5:21:38 PM EST","Junior","Art or Humanities","Male",2,4,"Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Other","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"84","2022/12/05 5:22:36 PM EST","Sophomore","Art or Humanities","Female",2,4,"Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"85","2022/12/05 5:22:39 PM EST","Sophomore","STEM","Male",3,4,"","","","","","","","","","","","","","",""
"86","2022/12/05 5:22:46 PM EST","Junior","STEM","Female",3,4,"Participate a lot","STEM","Female","Sometimes","STEM","Male","Participate a lot","STEM","Male","Sometimes","STEM","Female","","",""
"87","2022/12/05 5:23:05 PM EST","Senior","Art or Humanities","Male",4,4,"Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Male","Sometimes","Art or Humanities","Male","","",""
"88","2022/12/05 5:23:38 PM EST","Senior","STEM","Female",3,4,"Participate a lot","STEM","Female","Participate a lot","STEM","Male","Participate a lot","STEM","Male","Participate a lot","STEM","Male","Never participate","STEM","Other"
"89","2022/12/05 5:23:41 PM EST","Freshman","STEM","Female",3,4,"Sometimes","STEM","Female","Never participate","STEM","Male","Participate a lot","Art or Humanities","Female","Sometimes","STEM","Female","","",""
"90","2022/12/05 5:24:13 PM EST","Senior","STEM","Female",3,4,"Never participate","STEM","Male","Sometimes","STEM","Male","Sometimes","STEM","Female","Sometimes","STEM","Male","","",""
"91","2022/12/05 5:24:13 PM EST","Freshman","STEM","Female",4,4,"Sometimes","STEM","Male","Participate a lot","STEM","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"92","2022/12/05 5:24:29 PM EST","Junior","STEM","Female",2,4,"Sometimes","STEM","Female","Participate a lot","STEM","Female","Never participate","Art or Humanities","Male","Sometimes","Art or Humanities","Male","","",""
"93","2022/12/05 5:24:43 PM EST","Freshman","Art or Humanities","Male",2,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Female","","",""
"94","2022/12/05 5:25:02 PM EST","Junior","STEM","Male",3,4,"Participate a lot","STEM","Female","Sometimes","STEM","Male","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"95","2022/12/05 5:25:06 PM EST","Junior","Art or Humanities","Male",3,4,"Participate a lot","Art or Humanities","Male","Sometimes","STEM","Male","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"96","2022/12/05 5:25:10 PM EST","Freshman","Art or Humanities","Female",3,4,"Never participate","Art or Humanities","Female","Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Never participate","STEM","Male","Participate a lot","Art or Humanities",""
"97","2022/12/05 5:25:29 PM EST","Freshman","Art or Humanities","Female",2,4,"Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Female","Never participate","STEM","Female","","",""
"98","2022/12/05 5:26:11 PM EST","Senior","STEM","Male",4,4,"Never participate","Art or Humanities","Male","Never participate","STEM","Female","Sometimes","STEM","Male","Sometimes","STEM","Male","","",""
"99","2022/12/05 5:26:20 PM EST","Senior","Art or Humanities","Female",4,5,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female"
"100","2022/12/05 5:26:43 PM EST","Sophomore","STEM","Male",5,4,"Participate a lot","STEM","Female","Sometimes","STEM","Male","Never participate","STEM","Male","Sometimes","STEM","Other","","",""
"101","2022/12/05 5:26:56 PM EST","Junior","Art or Humanities","Female",2,4,"Never participate","STEM","Male","Sometimes","STEM","Female","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","","",""
"102","2022/12/05 5:26:58 PM EST","Sophomore","STEM","Female",3,5,"Sometimes","Art or Humanities","Female","Participate a lot","STEM","Male","Never participate","STEM","Female","Sometimes","STEM","Female","Sometimes","STEM","Male"
"103","2022/12/05 5:26:58 PM EST","Freshman","STEM","Male",3,4,"Sometimes","STEM","Male","Participate a lot","Art or Humanities","Male","Never participate","Art or Humanities","Male","Sometimes","STEM","Male","","",""
"104","2022/12/05 5:27:33 PM EST","Senior","STEM","Male",3,4,"Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Participate a lot","STEM","Male","","",""
"105","2022/12/05 5:28:21 PM EST","Senior","Art or Humanities","Female",2,4,"Sometimes","Art or Humanities","Male","Never participate","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","","",""
"106","2022/12/05 5:30:01 PM EST","Freshman","STEM","Female",3,4,"Never participate","STEM","Male","Never participate","STEM","Male","Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"107","2022/12/05 5:30:22 PM EST","Senior","Art or Humanities","Female",3,4,"Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Male","Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Male","","",""
"108","2022/12/05 5:30:48 PM EST","Senior","STEM","Female",3,4,"Never participate","STEM","Female","Participate a lot","STEM","Male","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"109","2022/12/05 5:30:48 PM EST","Junior","","Other",1,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","","",""
"110","2022/12/05 5:31:03 PM EST","Sophomore","Art or Humanities","Male",3,4,"Sometimes","STEM","Female","Participate a lot","Art or Humanities","Female","Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","","",""
"111","2022/12/05 5:31:29 PM EST","Freshman","Art or Humanities","Male",4,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Participate a lot","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"112","2022/12/05 5:31:43 PM EST","Freshman","STEM","Male",3,4,"Sometimes","STEM","Female","Sometimes","Art or Humanities","Female","Never participate","STEM","Male","Never participate","STEM","Male","Sometimes","STEM","Female"
"113","2022/12/05 5:32:18 PM EST","Sophomore","STEM","Male",3,4,"Participate a lot","STEM","Male","Sometimes","Art or Humanities","Male","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Male","","",""
"114","2022/12/05 5:32:26 PM EST","Freshman","Art or Humanities","Female",3,5,"Participate a lot","STEM","Male","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Sometimes","STEM","Female"
"115","2022/12/05 5:32:41 PM EST","Junior","STEM","Other",3,3,"Sometimes","Art or Humanities","Male","Sometimes","STEM","Male","Sometimes","Art or Humanities","Female","","","","","","Other"
"116","2022/12/05 5:34:04 PM EST","Sophomore","STEM","Female",2,4,"Never participate","STEM","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","Sometimes","STEM","Female","","",""
"117","2022/12/05 5:34:11 PM EST","Junior","","Female",3,4,"Sometimes","Art or Humanities","Male","Sometimes","Art or Humanities","Female","Never participate","STEM","Male","Sometimes","Art or Humanities","Female","","",""
"118","2022/12/05 5:34:47 PM EST","Junior","STEM","Female",3,4,"Sometimes","STEM","Female","Sometimes","STEM","Male","Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","","",""
"119","2022/12/05 5:37:03 PM EST","Freshman","Art or Humanities","Male",4,4,"Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Female","","",""
"120","2022/12/05 5:37:47 PM EST","Freshman","","Male",4,4,"Sometimes","Art or Humanities","Female","Sometimes","Art or Humanities","Male","Sometimes","Art or Humanities","Female","Sometimes","STEM","Female","","",""
"121","2022/12/05 5:38:39 PM EST","Sophomore","Art or Humanities","Other",2,4,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","","",""
"122","2022/12/05 5:38:48 PM EST","Freshman","Art or Humanities","Female",4,4,"Sometimes","STEM","Female","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Male","","",""
"123","2022/12/05 5:39:21 PM EST","Freshman","","Female",4,4,"Sometimes","STEM","Male","Participate a lot","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Female","","",""
"124","2022/12/05 5:40:07 PM EST","Sophomore","STEM","Female",2,4,"Never participate","STEM","Male","Never participate","STEM","Male","Sometimes","STEM","Male","Participate a lot","Art or Humanities","Female","","",""
"125","2022/12/05 5:40:26 PM EST","Junior","STEM","Other",1,4,"Sometimes","STEM","Male","Sometimes","STEM","Female","Sometimes","Art or Humanities","Female","Participate a lot","Art or Humanities","Female","","",""
"126","2022/12/05 5:40:39 PM EST","Junior","STEM","Male",3,4,"Participate a lot","STEM","Female","Participate a lot","STEM","Female","Participate a lot","STEM","Male","Sometimes","STEM","Female","","",""
"127","2022/12/05 5:42:21 PM EST","Junior","Art or Humanities","Other",4,5,"Participate a lot","Art or Humanities","Female","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Male","Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Female"
"128","2022/12/05 5:42:22 PM EST","Sophomore","STEM","Female",4,4,"Sometimes","STEM","Female","Participate a lot","STEM","Female","Sometimes","STEM","Male","Sometimes","Art or Humanities","Female","","",""
"129","2022/12/05 5:42:58 PM EST","Sophomore","STEM","Male",4,4,"Never participate","STEM","Male","Never participate","STEM","Male","Sometimes","STEM","Male","Sometimes","Art or Humanities","Female","","",""
"130","2022/12/05 5:44:33 PM EST","Senior","STEM","Other",3,4,"Participate a lot","Art or Humanities","Male","Sometimes","Art or Humanities","Male","Participate a lot","STEM","Male","Sometimes","Art or Humanities","Male","","",""
"131","2022/12/05 5:45:49 PM EST","Senior","STEM","Female",4,4,"Sometimes","STEM","Male","Participate a lot","STEM","Female","Participate a lot","STEM","Female","Sometimes","STEM","Male","","",""
