mean,group
4223.63333333333,n=30
3327.73333333333,n=30
7928.43333333333,n=30
6874.33333333333,n=30
5132.43333333333,n=30
6318.26666666667,n=30
7127.73333333333,n=30
7298.66666666667,n=30
4258.33333333333,n=30
6361.7,n=30
5194.06666666667,n=30
6006.13333333333,n=30
5027.93333333333,n=30
8512.56666666667,n=30
4446.63333333333,n=30
6374.4,n=30
6864.4,n=30
5459.1,n=30
6785.46666666667,n=30
3571.66666666667,n=30
4073.2,n=30
5197.36666666667,n=30
7805.93333333333,n=30
6547.56666666667,n=30
4689.4,n=30
3814.5,n=30
6195.03333333333,n=30
8314.13333333333,n=30
6719.43333333333,n=30
4917.33333333333,n=30
7006.46666666667,n=30
5130.86666666667,n=30
4116.36666666667,n=30
10525.7333333333,n=30
5964.4,n=30
5400.73333333333,n=30
2910.36666666667,n=30
3764.8,n=30
7062.26666666667,n=30
7080.03333333333,n=30
5030.86666666667,n=30
2944.16666666667,n=30
8017.53333333333,n=30
5150.8,n=30
5692.53333333333,n=30
4619.56666666667,n=30
4793.36666666667,n=30
7681.1,n=30
4352.96666666667,n=30
7541.56666666667,n=30
3904.96666666667,n=30
3309.1,n=30
4512.96666666667,n=30
6594.76666666667,n=30
6247.53333333333,n=30
7426.3,n=30
6608.03333333333,n=30
4462.66666666667,n=30
5552.53333333333,n=30
5002.23333333333,n=30
6343.16666666667,n=30
5641.56666666667,n=30
4691.16666666667,n=30
7418.63333333333,n=30
5916.66666666667,n=30
5874.96666666667,n=30
5796.13333333333,n=30
5318.26666666667,n=30
6111.43333333333,n=30
4713.03333333333,n=30
7778.23333333333,n=30
5665.1,n=30
5915,n=30
6781.36666666667,n=30
6047.86666666667,n=30
7877.76666666667,n=30
7585.16666666667,n=30
5162.46666666667,n=30
4645.96666666667,n=30
5791.03333333333,n=30
4838.96666666667,n=30
3775.96666666667,n=30
4490.93333333333,n=30
4409.86666666667,n=30
7147.9,n=30
4056.23333333333,n=30
7735.33333333333,n=30
6751.83333333333,n=30
4663.6,n=30
5425.3,n=30
5363.33333333333,n=30
5440.36666666667,n=30
6772.9,n=30
4853.03333333333,n=30
6304.26666666667,n=30
5858.86666666667,n=30
6873.6,n=30
4039.03333333333,n=30
4829.73333333333,n=30
5115.6,n=30
5777.1,n=30
5831.33333333333,n=30
8782.4,n=30
5053.9,n=30
6047.16666666667,n=30
5575.16666666667,n=30
6854.5,n=30
4431.1,n=30
4567.46666666667,n=30
7384.96666666667,n=30
4848.1,n=30
2395,n=30
4568.76666666667,n=30
5695.8,n=30
5159.2,n=30
7373.66666666667,n=30
5803.83333333333,n=30
4900.36666666667,n=30
5172.73333333333,n=30
5205.96666666667,n=30
6911.06666666667,n=30
5519.9,n=30
5867.1,n=30
7555.63333333333,n=30
7397.5,n=30
5487.23333333333,n=30
4062.63333333333,n=30
5071.43333333333,n=30
9488.3,n=30
5684.63333333333,n=30
3834,n=30
5985.83333333333,n=30
6414.16666666667,n=30
5446.83333333333,n=30
4517.93333333333,n=30
5666.03333333333,n=30
6000.76666666667,n=30
6605.03333333333,n=30
8733.33333333333,n=30
5332.03333333333,n=30
5423.7,n=30
6392.26666666667,n=30
4676.9,n=30
4541.96666666667,n=30
4863.86666666667,n=30
5968.86666666667,n=30
4467.6,n=30
5924.96666666667,n=30
5826,n=30
5856.23333333333,n=30
3547.6,n=30
9081.3,n=30
4540.43333333333,n=30
5913.96666666667,n=30
5782.56666666667,n=30
4350.86666666667,n=30
7096.06666666667,n=30
2972.93333333333,n=30
6068.6,n=30
6035.53333333333,n=30
7777.26666666667,n=30
6096.2,n=30
3428.56666666667,n=30
3266.66666666667,n=30
3391.96666666667,n=30
3468.16666666667,n=30
6126.1,n=30
5862.2,n=30
6500.9,n=30
4665.66666666667,n=30
5042.33333333333,n=30
3388.66666666667,n=30
7150.6,n=30
5372.46666666667,n=30
3738.5,n=30
6097.43333333333,n=30
4645.2,n=30
6612.46666666667,n=30
4998.4,n=30
6081.03333333333,n=30
7273.43333333333,n=30
6477.83333333333,n=30
5539.96666666667,n=30
4949.86666666667,n=30
6112.8,n=30
8079.2,n=30
3508.96666666667,n=30
9465.46666666667,n=30
5333.66666666667,n=30
5132.3,n=30
5265.76666666667,n=30
7825.93333333333,n=30
4287.13333333333,n=30
7821.36666666667,n=30
7011.4,n=30
5652.06666666667,n=30
6294.56666666667,n=30
7267.93333333333,n=30
4071.46666666667,n=30
3907.63333333333,n=30
6406.83333333333,n=30
4819.9,n=30
5965.9,n=30
5923.5,n=30
5461.3,n=30
5860.03333333333,n=30
3992.76666666667,n=30
6598.16666666667,n=30
5430.1,n=30
5849.9,n=30
5414.9,n=30
4779.13333333333,n=30
4754.63333333333,n=30
7435.56666666667,n=30
3729.2,n=30
4534.9,n=30
2845.7,n=30
4913.8,n=30
6536.43333333333,n=30
5032.93333333333,n=30
3754,n=30
4736.03333333333,n=30
5367.16666666667,n=30
4727,n=30
5064.3,n=30
6497.23333333333,n=30
4304.3,n=30
5922.3,n=30
3877.96666666667,n=30
5366.8,n=30
5167.76666666667,n=30
7324.73333333333,n=30
7337.36666666667,n=30
4949.9,n=30
4621.93333333333,n=30
5303.1,n=30
7386.56666666667,n=30
7198.03333333333,n=30
6321.83333333333,n=30
6127.7,n=30
3752.53333333333,n=30
4769.43333333333,n=30
7338.66666666667,n=30
4808.06666666667,n=30
4825.03333333333,n=30
5879.36666666667,n=30
4862.73333333333,n=30
6753.4,n=30
5025.6,n=30
5137.9,n=30
5871.8,n=30
8536.3,n=30
4440.03333333333,n=30
3910.23333333333,n=30
5918.5,n=30
6033.53333333333,n=30
6840.26666666667,n=30
3784.96666666667,n=30
6822.23333333333,n=30
4711.66666666667,n=30
6402.56666666667,n=30
5338.5,n=30
4769.8,n=30
5783.6,n=30
5399.06666666667,n=30
6783.06666666667,n=30
5070.43333333333,n=30
6641.86666666667,n=30
7090.36666666667,n=30
5023.1,n=30
5673.2,n=30
5030.86666666667,n=30
4537.56666666667,n=30
6994.03333333333,n=30
5609.53333333333,n=30
4336.9,n=30
5877.6,n=30
4509.3,n=30
6361.96666666667,n=30
5116.13333333333,n=30
6914.73333333333,n=30
6172.06666666667,n=30
5806.7,n=30
7107.1,n=30
4371.56666666667,n=30
7746.76666666667,n=30
5080.36666666667,n=30
5659.76666666667,n=30
3418.83333333333,n=30
5870.13333333333,n=30
5860.53333333333,n=30
2958.63333333333,n=30
6414.6,n=30
2790,n=30
4131.7,n=30
3814.1,n=30
7931.93333333333,n=30
4961.23333333333,n=30
6138.23333333333,n=30
7328.93333333333,n=30
5209.33333333333,n=30
6042.1,n=30
5659.03333333333,n=30
4228.23333333333,n=30
6398.13333333333,n=30
6095.6,n=30
5169,n=30
5949.43333333333,n=30
4351.6,n=30
3956,n=30
7965.66666666667,n=30
6227.73333333333,n=30
5283.4,n=30
6144.66666666667,n=30
5888.03333333333,n=30
4339.86666666667,n=30
5310.6,n=30
4040.86666666667,n=30
6586.26666666667,n=30
5870.23333333333,n=30
4789.1,n=30
6745.96666666667,n=30
4888.3,n=30
4842.9,n=30
6358.23333333333,n=30
4143.06666666667,n=30
4936.53333333333,n=30
5042.66666666667,n=30
6208.4,n=30
4075.03333333333,n=30
6739.63333333333,n=30
4595.03333333333,n=30
4151.03333333333,n=30
5906.26666666667,n=30
4513.86666666667,n=30
4197.76666666667,n=30
4863.63333333333,n=30
5337.73333333333,n=30
6988.43333333333,n=30
5959.43333333333,n=30
6029.16666666667,n=30
6106.6,n=30
6484.46666666667,n=30
5781.36666666667,n=30
5914.73333333333,n=30
4551.9,n=30
7373.33333333333,n=30
3569.63333333333,n=30
6998.7,n=30
3958.16666666667,n=30
6927.13333333333,n=30
6896.53333333333,n=30
6376.83333333333,n=30
5074.73333333333,n=30
5911.86666666667,n=30
3391.46666666667,n=30
4969.16666666667,n=30
4302.13333333333,n=30
4914.06666666667,n=30
5574.86666666667,n=30
6344.73333333333,n=30
5284.86666666667,n=30
2840.66666666667,n=30
6246.6,n=30
7220.5,n=30
7061.26666666667,n=30
3619.2,n=30
4724.53333333333,n=30
4905,n=30
4501.2,n=30
5479.6,n=30
4379.16666666667,n=30
5141.9,n=30
5365,n=30
4671.73333333333,n=30
6382.16666666667,n=30
6992.33333333333,n=30
8475.4,n=30
5866.36666666667,n=30
5293.53333333333,n=30
3942.2,n=30
7345.93333333333,n=30
9406.93333333333,n=30
5541.66666666667,n=30
6738.86666666667,n=30
4876.3,n=30
5519.43333333333,n=30
5607.03333333333,n=30
4289.7,n=30
3659.73333333333,n=30
4652.2,n=30
6314.43333333333,n=30
6614.36666666667,n=30
4611.36666666667,n=30
4109,n=30
4743.43333333333,n=30
7523.56666666667,n=30
4862.23333333333,n=30
5149.03333333333,n=30
6483.2,n=30
8891.56666666667,n=30
7408.73333333333,n=30
8005.93333333333,n=30
4729.2,n=30
6718.13333333333,n=30
3889.2,n=30
7051.6,n=30
5801.36666666667,n=30
3607.86666666667,n=30
6150.7,n=30
4508.03333333333,n=30
5843.83333333333,n=30
2359.03333333333,n=30
5500.1,n=30
4560.06666666667,n=30
6854.76666666667,n=30
5000.3,n=30
5017.13333333333,n=30
4381.83333333333,n=30
6263.73333333333,n=30
5583.63333333333,n=30
7764.06666666667,n=30
4029.06666666667,n=30
5780.03333333333,n=30
4926.93333333333,n=30
5966.13333333333,n=30
4686.86666666667,n=30
6191.63333333333,n=30
5512.43333333333,n=30
4206.4,n=30
6346.2,n=30
6202.86666666667,n=30
8292.9,n=30
6584.2,n=30
4227.6,n=30
4205.6,n=30
5628.8,n=30
4467.4,n=30
6043.36666666667,n=30
7207.93333333333,n=30
5168.66666666667,n=30
5631.33333333333,n=30
6007.93333333333,n=30
9120.93333333333,n=30
7759.83333333333,n=30
5947.83333333333,n=30
4146.33333333333,n=30
5479.8,n=30
5301.5,n=30
7230.96666666667,n=30
5122.53333333333,n=30
4164.56666666667,n=30
4198.3,n=30
6140.13333333333,n=30
7877.83333333333,n=30
5524.6,n=30
6605.53333333333,n=30
5527.63333333333,n=30
6530.83333333333,n=30
8184.23333333333,n=30
5003.63333333333,n=30
5407.03333333333,n=30
6227.06666666667,n=30
5562.36666666667,n=30
6760.56666666667,n=30
3159.96666666667,n=30
4926.76666666667,n=30
4635.93333333333,n=30
4853.3,n=30
6371.2,n=30
4325.46666666667,n=30
4758.06666666667,n=30
4612.93333333333,n=30
5519.03333333333,n=30
5331.73333333333,n=30
3645.76666666667,n=30
5344.46666666667,n=30
7657.6,n=30
7119.3,n=30
4896.33333333333,n=30
4639.66666666667,n=30
5900.43333333333,n=30
5710.6,n=30
4934.56666666667,n=30
6471.8,n=30
4141.1,n=30
7454,n=30
6253.83333333333,n=30
6495.46666666667,n=30
8158.5,n=30
7253.43333333333,n=30
7705.23333333333,n=30
5477.76666666667,n=30
4718.6,n=30
6042.76666666667,n=30
7079.23333333333,n=30
5089.13333333333,n=30
6646.53333333333,n=30
5731.1,n=30
5596.46666666667,n=30
6908.36666666667,n=30
7389.5,n=30
6265.63333333333,n=30
10200.3333333333,n=30
7311.86666666667,n=30
6433.66666666667,n=30
7504.83333333333,n=30
4944.76666666667,n=30
5522.83333333333,n=30
3102.2,n=30
7028.8,n=30
6828.56666666667,n=30
3946.96666666667,n=30
5678.23333333333,n=30
3610,n=30
4864.06666666667,n=30
6297.93333333333,n=30
5524.56666666667,n=30
3420.66666666667,n=30
7633.03333333333,n=30
5894.2,n=30
4417.93333333333,n=30
5037.4,n=30
5121.86666666667,n=30
4343.86666666667,n=30
6135.13333333333,n=30
7298.53333333333,n=30
5535.03333333333,n=30
4146.86666666667,n=30
6677.96666666667,n=30
5568.23333333333,n=30
7043.5,n=30
6973.66666666667,n=30
7150.63333333333,n=30
5339.83333333333,n=30
4839.36666666667,n=30
4735.6,n=30
3976.56666666667,n=30
7680.16666666667,n=30
7714.13333333333,n=30
5305.13333333333,n=30
4621,n=30
5521.5,n=30
6654.5,n=30
7556.76666666667,n=30
5738.96666666667,n=30
4983.83333333333,n=30
5111.53333333333,n=30
5564.73333333333,n=30
5676.73333333333,n=30
4651.86666666667,n=30
3706.56666666667,n=30
5908.86666666667,n=30
5288.66666666667,n=30
6521.46666666667,n=30
6162.53333333333,n=30
4433.83333333333,n=30
4904.63333333333,n=30
5682.93333333333,n=30
7637.66666666667,n=30
6999.33333333333,n=30
7481.5,n=30
6026.96666666667,n=30
6212.53333333333,n=30
6026.36666666667,n=30
6870.46666666667,n=30
9655.33333333333,n=30
7005.46666666667,n=30
4986.7,n=30
6257.1,n=30
5386.43333333333,n=30
5629.23333333333,n=30
5648.2,n=30
6223.16666666667,n=30
4485.2,n=30
5799.93333333333,n=30
7354.96666666667,n=30
4283.83333333333,n=30
4536.3,n=30
5160.8,n=30
7772.63333333333,n=30
5978.9,n=30
3159.66666666667,n=30
6189.6,n=30
3632.1,n=30
4807.66666666667,n=30
4715.53333333333,n=30
4918.9,n=30
5923.76666666667,n=30
5594.13333333333,n=30
4658.1,n=30
4724.3,n=30
7183.53333333333,n=30
5088.43333333333,n=30
6780.83333333333,n=30
4229.96666666667,n=30
8311.46666666667,n=30
5204.03333333333,n=30
4012.3,n=30
5370.4,n=30
5652.33333333333,n=30
4693.23333333333,n=30
6355,n=30
6481.03333333333,n=30
6042.93333333333,n=30
5333.73333333333,n=30
5506.53333333333,n=30
8992.53333333333,n=30
5474.83333333333,n=30
4797.63333333333,n=30
3784.5,n=30
4773.33333333333,n=30
5314.56666666667,n=30
3905.96666666667,n=30
5238.73333333333,n=30
5374.56666666667,n=30
5867.76666666667,n=30
5127.96666666667,n=30
5398.3,n=30
4358.2,n=30
4289.73333333333,n=30
5756.66666666667,n=30
4191.03333333333,n=30
5020.86666666667,n=30
3449.5,n=30
6364.33333333333,n=30
4302.46666666667,n=30
4627.46666666667,n=30
4028.86666666667,n=30
5597.06666666667,n=30
7619.33333333333,n=30
3462.4,n=30
4768.43333333333,n=30
3761.43333333333,n=30
3994.33333333333,n=30
5953.13333333333,n=30
5543.96666666667,n=30
6627.6,n=30
7571.7,n=30
4825.3,n=30
3512.03333333333,n=30
8118.56666666667,n=30
7886.5,n=30
6208.26666666667,n=30
6220.8,n=30
4984.33333333333,n=30
5081.26666666667,n=30
5715.9,n=30
4629.66666666667,n=30
6638.63333333333,n=30
4355.5,n=30
6921.86666666667,n=30
5262.23333333333,n=30
7079.76666666667,n=30
5324.3,n=30
2854.4,n=30
8463.06666666667,n=30
5691.9,n=30
6348.4,n=30
6078.76666666667,n=30
3314.53333333333,n=30
6095.53333333333,n=30
6283.43333333333,n=30
5109.26666666667,n=30
5708.9,n=30
4887.36666666667,n=30
3796.63333333333,n=30
5203.26666666667,n=30
6200.9,n=30
6222.3,n=30
5458.86666666667,n=30
5548.46666666667,n=30
6410.33333333333,n=30
7350.5,n=30
5475.43333333333,n=30
5430.43333333333,n=30
4748.23333333333,n=30
4435.56666666667,n=30
4357.73333333333,n=30
5106.2,n=30
6074.43333333333,n=30
3009.26666666667,n=30
4741.3,n=30
2807.1,n=30
4753.23333333333,n=30
4248.3,n=30
5869.36666666667,n=30
5732.5,n=30
5570.96666666667,n=30
8178.93333333333,n=30
4288.5,n=30
4957.06666666667,n=30
4323.93333333333,n=30
5646.6,n=30
6061.8,n=30
5082.33333333333,n=30
4752.76666666667,n=30
7275.7,n=30
6739.2,n=30
5401.76666666667,n=30
6103.56666666667,n=30
3266.23333333333,n=30
4106.36666666667,n=30
3786.56666666667,n=30
7218.76666666667,n=30
7364.3,n=30
4127.06666666667,n=30
5397.7,n=30
4905.46666666667,n=30
6062.4,n=30
3732.93333333333,n=30
4922.63333333333,n=30
6554.36666666667,n=30
5253.7,n=30
4800.1,n=30
6185.16666666667,n=30
5879.93333333333,n=30
4559.33333333333,n=30
5888.06666666667,n=30
5842.53333333333,n=30
4887.4,n=30
3947.2,n=30
11406.8666666667,n=30
4878.3,n=30
6154.73333333333,n=30
5539.8,n=30
5153.1,n=30
6911.2,n=30
6869.3,n=30
3665.1,n=30
6912,n=30
5885.96666666667,n=30
4422.56666666667,n=30
5432.66666666667,n=30
4522.56666666667,n=30
4504.36666666667,n=30
5126.6,n=30
4839.03333333333,n=30
7798.73333333333,n=30
3292.16666666667,n=30
3756.36666666667,n=30
4460.36666666667,n=30
5316.8,n=30
7209.6,n=30
4702.56666666667,n=30
5302.43333333333,n=30
6420.53333333333,n=30
8915.93333333333,n=30
5115.86666666667,n=30
6631.26666666667,n=30
6497.26666666667,n=30
6296.7,n=30
6072.96666666667,n=30
3819.33333333333,n=30
7026.13333333333,n=30
4031.7,n=30
5212.9,n=30
7343.46666666667,n=30
6432.4,n=30
7309.36666666667,n=30
2738.66666666667,n=30
5604.73333333333,n=30
5711.2,n=30
5226.4,n=30
3254.2,n=30
4634.03333333333,n=30
4398.66666666667,n=30
7976.3,n=30
6520.73333333333,n=30
7392.86666666667,n=30
5464.66666666667,n=30
5047.7,n=30
5584.9,n=30
5409.33333333333,n=30
6790.43333333333,n=30
5912.6,n=30
3046.8,n=30
4940.63333333333,n=30
2765.83333333333,n=30
5766.96666666667,n=30
6670.46666666667,n=30
5504.26666666667,n=30
4696.76666666667,n=30
5239.5,n=30
5277.33333333333,n=30
3089.26666666667,n=30
7849.96666666667,n=30
4426.3,n=30
5359.56666666667,n=30
5466.16666666667,n=30
8589.66666666667,n=30
9121.8,n=30
7699.63333333333,n=30
7112.36666666667,n=30
3604,n=30
3875.26666666667,n=30
5253.36666666667,n=30
3761.16666666667,n=30
5745.03333333333,n=30
5380.23333333333,n=30
4900.93333333333,n=30
4414.26666666667,n=30
4248.4,n=30
9364.73333333333,n=30
4902.53333333333,n=30
3778.76666666667,n=30
7634.26666666667,n=30
5864.5,n=30
6000,n=30
4666.5,n=30
5330.43333333333,n=30
5134.33333333333,n=30
4561.33333333333,n=30
5464,n=30
6105.83333333333,n=30
5776.9,n=30
5257.83333333333,n=30
6532.93333333333,n=30
5003.06666666667,n=30
5914,n=30
4078.76666666667,n=30
6186.6,n=30
6123.26666666667,n=30
3023.8,n=30
5474.16666666667,n=30
4766.96666666667,n=30
4763.66666666667,n=30
6161.26666666667,n=30
7595.03333333333,n=30
4015.3,n=30
4730.7,n=30
6280.06666666667,n=30
7301.03333333333,n=30
6467.5,n=30
6849.7,n=30
6594.36666666667,n=30
4813.5,n=30
4515.86666666667,n=30
8953.53333333333,n=30
6162.4,n=30
4530.63333333333,n=30
7167.43333333333,n=30
4878,n=30
5501.03333333333,n=30
5548.26666666667,n=30
4474.46666666667,n=30
6561.3,n=30
4688,n=30
5573,n=30
4911.16666666667,n=30
4589.66666666667,n=30
4944.16666666667,n=30
4320.1,n=30
4705.53333333333,n=30
5570.3,n=30
4576.33333333333,n=30
6251.9,n=30
6087.2,n=30
5712.9,n=30
6118.7,n=30
5009.36666666667,n=30
5369.33333333333,n=30
5482.86666666667,n=30
9007.53333333333,n=30
4290.46666666667,n=30
6780.96666666667,n=30
8461.9,n=30
4521.53333333333,n=30
5646.6,n=30
5605.86666666667,n=30
4472.23333333333,n=30
4041.76666666667,n=30
4450.4,n=30
8905.8,n=30
3351.93333333333,n=30
5922.13333333333,n=30
6183.86666666667,n=30
4719.5,n=30
5698.7,n=30
4918.73333333333,n=30
6261.2,n=30
7975.73333333333,n=30
5959.8,n=30
6051,n=30
7707.23333333333,n=30
5113.33333333333,n=30
6653,n=30
6623.26666666667,n=30
5448.66666666667,n=30
6688.1,n=30
6618.3,n=30
4444.63333333333,n=30
4788.13333333333,n=30
5455.33333333333,n=30
7092.7,n=30
5862.43333333333,n=30
5349.36666666667,n=30
3755.33333333333,n=30
6372.1,n=30
8112.46666666667,n=30
5838.53333333333,n=30
4703.6,n=30
6512,n=30
3619.5,n=30
7368.4,n=30
5331.7,n=30
4912.96666666667,n=30
7538.36666666667,n=30
6358.06666666667,n=30
6425.16666666667,n=30
3793.26666666667,n=30
5350.73333333333,n=30
5048.73333333333,n=30
3551,n=30
4475.43333333333,n=30
3944,n=30
5288.4,n=30
5937.46666666667,n=30
6638.46666666667,n=30
4694.16666666667,n=30
4956.53333333333,n=30
3471.4,n=30
7688.26666666667,n=30
4532.16666666667,n=30
7309.8,n=30
6106.73333333333,n=30
4970.16666666667,n=30
5029.73333333333,n=30
5074.2,n=30
4849,n=30
5309.6,n=30
4686.5,n=30
4642.1,n=30
6376.06666666667,n=30
6659.53333333333,n=30
5624.8,n=30
6290.33333333333,n=30
6499.5,n=30
7096.63333333333,n=30
8426.23333333333,n=30
6509.23333333333,n=30
8051.93333333333,n=30
6600.7,n=30
6658.3,n=30
6732.06666666667,n=30
5570.36666666667,n=30
3820.5,n=30
5884.96666666667,n=30
8511.1,n=30
5474.96666666667,n=30
5016.06666666667,n=30
7113.13333333333,n=30
6142.96666666667,n=30
5435.06666666667,n=30
6393.2,n=30
6212.46666666667,n=30
7239.6,n=30
5431.56666666667,n=30
4976.56666666667,n=30
4748.6,n=30
4211.3,n=30
5952.13333333333,n=30
5738.96666666667,n=30
6639.93333333333,n=30
4449.76666666667,n=30
6642.43333333333,n=30
3156.53333333333,n=30
4946.26666666667,n=30
7568.16666666667,n=30
4748.66666666667,n=30
5193.46666666667,n=30
6404.76666666667,n=30
7523.3,n=30
6107.26666666667,n=30
3066.9,n=30
5160.9,n=30
7323.9,n=30
6043,n=30
5088.5,n=30
5101.83333333333,n=30
6466.83333333333,n=30
5525.7,n=30
6408.66666666667,n=30
4420.16666666667,n=30
4075.2,n=30
6038.3,n=30
7262.7,n=30
4212.86666666667,n=30
6005.36666666667,n=30
7807.43333333333,n=30
5938.3,n=30
6601.66666666667,n=30
4516.73333333333,n=30
5552.13333333333,n=30
4942.33333333333,n=30
3493.93333333333,n=30
4415.6,n=30
6260.36666666667,n=30
6240.7,n=30
7539.16666666667,n=30
3876.93333333333,n=30
3958.2,n=30
5952.16666666667,n=30
8215.13333333333,n=30
5228,n=30
4956.96666666667,n=30
6871.56666666667,n=30
5120.3,n=30
3310.43333333333,n=30
5483.03333333333,n=30
5128.36666666667,n=30
4760.66666666667,n=30
4824.66666666667,n=30
6341.16666666667,n=30
5210.86666666667,n=30
5109.2,n=30
4687.8,n=30
5018.2,n=30
7107.33333333333,n=30
6557.73333333333,n=30
5471.5,n=30
3706.56666666667,n=30
4942.76666666667,n=30
5455.6,n=30
4305.73333333333,n=30
5142.43333333333,n=30
4396.66666666667,n=30
5212.36666666667,n=30
5702.2,n=30
4906.6,n=30
4246.56666666667,n=30
5735.13333333333,n=30
5080.7,n=30
6703.63333333333,n=30
5610.2,n=30
5644.5,n=30
6784.13333333333,n=30
5249.53333333333,n=30
5555.8,n=30
6386.23333333333,n=30
6562.16666666667,n=30
4037.8,n=30
7031.2,n=30
3804.9,n=30
5702.3,n=30
6456.96666666667,n=30
5617.6,n=30
5882.76666666667,n=30
7503,n=30
8925.26666666667,n=30
4227.23333333333,n=30
5896.1,n=30
4720.66666666667,n=30
7201.93333333333,n=30
6609,n=30
5230.53333333333,n=30
3612.43333333333,n=30
4605.86666666667,n=30
7641.03333333333,n=30
5455.96666666667,n=30
5589.46666666667,n=30
8092.33333333333,n=30
3186.96666666667,n=30
5326.43333333333,n=30
5067.8,n=30
3741.96666666667,n=30
7186.56666666667,n=30
7773.16666666667,n=30
6555.86666666667,n=30
6081.8,n=30
4252.8,n=30
4911.13333333333,n=30
8193.2,n=30
2893.63333333333,n=30
6329.63333333333,n=30
4952.33333333333,n=30
3712.26666666667,n=30
4703.53333333333,n=30
8530.3,n=30
7857.43333333333,n=30
4647.06666666667,n=30
6703.73333333333,n=30
4902,n=30
5090.3,n=30
7377.46666666667,n=30
5776.9,n=30
4855.2,n=30
7508.73333333333,n=30
4206,n=30
6028.26666666667,n=30
4456.56666666667,n=30
4980,n=30
6870.53333333333,n=30
4365.3,n=30
5071.63333333333,n=30
4990.96666666667,n=30
6834.63333333333,n=30
5580.13333333333,n=30
6120.53333333333,n=30
7330.43333333333,n=30
9065.96666666667,n=30
4798.5,n=30
6114.33333333333,n=30
6393.43333333333,n=30
4946,n=30
6610.83333333333,n=30
6398.36666666667,n=30
6232.1,n=30
5720.8,n=30
4977.23333333333,n=30
4998.16666666667,n=30
6376.63333333333,n=30
6130.1,n=30
7529.1,n=30
5496.36666666667,n=30
4352.26666666667,n=30
4254.03333333333,n=30
3501.63333333333,n=30
3995.93333333333,n=30
7702.76666666667,n=30
4130.06666666667,n=30
3906.9,n=30
7747.53333333333,n=30
7076.06666666667,n=30
5671.56666666667,n=30
4809.96666666667,n=30
6004.66666666667,n=30
5441.1,n=30
4074.16666666667,n=30
3163.96666666667,n=30
5774.6,n=30
6946.4,n=30
5193.36666666667,n=30
7794.4,n=30
5712.66666666667,n=30
5217.8,n=30
6297.96666666667,n=30
3377.86666666667,n=30
6825.8,n=30
7132.9,n=30
3743.9,n=30
6007.2,n=30
2981.3,n=30
6763.33333333333,n=30
4330.76666666667,n=30
5564,n=30
3963.06666666667,n=30
5820.03333333333,n=30
8046.3,n=30
5256.43333333333,n=30
4192.86666666667,n=30
4542.16666666667,n=30
5008.53333333333,n=30
5738.8,n=30
6561.06666666667,n=30
4243.9,n=30
7627.16666666667,n=30
5973.83333333333,n=30
6291.13333333333,n=30
4964.73333333333,n=30
7813.3,n=30
4750.6,n=30
6850.3,n=30
7256,n=30
5234.8,n=30
6263.26666666667,n=30
5654.7,n=30
7022.9,n=30
6135.43333333333,n=30
5415.46666666667,n=30
7012.73333333333,n=30
4777.43333333333,n=30
4685.66666666667,n=30
4551.03333333333,n=30
4728.23333333333,n=30
6658.2,n=30
5277.93333333333,n=30
4580.46666666667,n=30
5723.06666666667,n=30
4444.8,n=30
5985.83333333333,n=30
3805.6,n=30
5797.46666666667,n=30
6403.03333333333,n=30
5235.93333333333,n=30
4749.4,n=30
5177.4,n=30
6749.43333333333,n=30
6982.86666666667,n=30
3980.6,n=30
6187.66666666667,n=30
5678.66666666667,n=30
7380.43333333333,n=30
3717.43333333333,n=30
5662.66666666667,n=30
5171.13333333333,n=30
5057.83333333333,n=30
5100.93333333333,n=30
7128.06666666667,n=30
6630.06666666667,n=30
4871.9,n=30
5051.76666666667,n=30
3976.5,n=30
6001.26666666667,n=30
7904.63333333333,n=30
7390.76666666667,n=30
7020.43333333333,n=30
5202.03333333333,n=30
6972.96666666667,n=30
4784.66666666667,n=30
5513.83333333333,n=30
4637.03333333333,n=30
4590.06666666667,n=30
4823.83333333333,n=30
4905.2,n=30
4755.93333333333,n=30
4963.4,n=30
6122.43333333333,n=30
4880.7,n=30
6404.13333333333,n=30
7745.96666666667,n=30
5727.73333333333,n=30
7361.03333333333,n=30
6941.36666666667,n=30
4496.46666666667,n=30
5657.13333333333,n=30
4826.83333333333,n=30
4024.4,n=30
6530.86666666667,n=30
7035.76666666667,n=30
4901.26666666667,n=30
6843.43333333333,n=30
4675.43333333333,n=30
5050.9,n=30
4371.53333333333,n=30
5839.13333333333,n=30
4770.7,n=30
7021.76666666667,n=30
7530.9,n=30
5182.03333333333,n=30
4269.53333333333,n=30
6574,n=30
5294.13333333333,n=30
5200.6,n=30
8032.33333333333,n=30
6093.26666666667,n=30
7808.03333333333,n=30
3907.13333333333,n=30
6988.53333333333,n=30
5599.06666666667,n=30
3794.1,n=30
6116.1,n=30
5968.53333333333,n=30
6850.66666666667,n=30
6412.33333333333,n=30
5758.5,n=30
6921.83333333333,n=30
5906.66666666667,n=30
4725.16666666667,n=30
3827.66666666667,n=30
6589.23333333333,n=30
4986.43333333333,n=30
7535.73333333333,n=30
5957.96666666667,n=30
5887.36666666667,n=30
5481,n=30
7990.3,n=30
5578.43333333333,n=30
7449.06666666667,n=30
6590.13333333333,n=30
3538.66666666667,n=30
3139.93333333333,n=30
6412.1,n=30
5523.83333333333,n=30
