mean,group
4599,n=50
7070.24,n=50
7363.9,n=50
3602.64,n=50
7162.34,n=50
7374,n=50
6201.64,n=50
7272.3,n=50
4750.02,n=50
5050.54,n=50
5105.76,n=50
8004.38,n=50
4230.9,n=50
5186.94,n=50
6468.68,n=50
5167.6,n=50
5212.24,n=50
8843.1,n=50
5604.04,n=50
6067.2,n=50
6393.32,n=50
4844.94,n=50
5338.22,n=50
5947.2,n=50
5232.66,n=50
7761.06,n=50
5167.64,n=50
6833.42,n=50
5075.34,n=50
3992.4,n=50
4686.4,n=50
5412.08,n=50
5959.78,n=50
4071.76,n=50
4596.12,n=50
5062.8,n=50
5611.74,n=50
5756.28,n=50
6851.52,n=50
5130.98,n=50
4219.04,n=50
6658.5,n=50
6389.02,n=50
5215.88,n=50
6365.02,n=50
4679.82,n=50
6004.58,n=50
5601.56,n=50
5370.16,n=50
5365.06,n=50
6045.38,n=50
4898.42,n=50
4712.76,n=50
4964.78,n=50
5660.96,n=50
4756.3,n=50
6782.78,n=50
4287.18,n=50
6635.88,n=50
5108.26,n=50
4928.3,n=50
4851.74,n=50
4471.72,n=50
5151.76,n=50
3690,n=50
5385.06,n=50
5541.32,n=50
5188.8,n=50
6667.34,n=50
4677.34,n=50
6259.56,n=50
6391.5,n=50
6461.78,n=50
6184.74,n=50
4316.32,n=50
5487.2,n=50
5463.26,n=50
5357.96,n=50
6493.58,n=50
6581.46,n=50
6049.6,n=50
5210.84,n=50
5302.5,n=50
5830.42,n=50
5635.24,n=50
4464.04,n=50
4807,n=50
5656.4,n=50
7523.56,n=50
6532.62,n=50
6960.3,n=50
6357.5,n=50
4897.24,n=50
4976.08,n=50
6182.46,n=50
5952.96,n=50
5869.16,n=50
5474.52,n=50
5980.6,n=50
6504.5,n=50
4328.48,n=50
3298.32,n=50
4661.44,n=50
5779.86,n=50
4849.6,n=50
4104.44,n=50
6344.26,n=50
6206.14,n=50
6373.78,n=50
4524.9,n=50
5169.02,n=50
4875.36,n=50
4490.68,n=50
4346.92,n=50
4376.6,n=50
5837.14,n=50
6684.42,n=50
3913.42,n=50
6000.74,n=50
4727.82,n=50
6801.74,n=50
3106.04,n=50
6316.2,n=50
4787.74,n=50
6360.02,n=50
4148.9,n=50
5965.82,n=50
4584.06,n=50
4714.94,n=50
5806.56,n=50
5362.48,n=50
5113.44,n=50
5622.76,n=50
4825.62,n=50
3662.04,n=50
5751.2,n=50
4534.84,n=50
6036.26,n=50
4157.68,n=50
6878.64,n=50
6061.04,n=50
6050.2,n=50
5877.86,n=50
5689.14,n=50
6714.12,n=50
5567.2,n=50
4356.02,n=50
5451.64,n=50
4582.52,n=50
7144,n=50
5168.82,n=50
5333.2,n=50
5568,n=50
5498.9,n=50
6092.56,n=50
6024.6,n=50
5320.5,n=50
5984.6,n=50
5642.46,n=50
9125.58,n=50
4802.28,n=50
6674.7,n=50
7303.34,n=50
3476.08,n=50
6033.2,n=50
5658.26,n=50
7061.18,n=50
4620.52,n=50
5845.58,n=50
6494.72,n=50
4578.98,n=50
8257.26,n=50
5314.7,n=50
5631.04,n=50
4908.42,n=50
3737.34,n=50
6199.14,n=50
6246.3,n=50
4185.22,n=50
6237.66,n=50
5678.7,n=50
4766.58,n=50
6521.08,n=50
5939.52,n=50
6658.56,n=50
6321.38,n=50
4490.66,n=50
5523.78,n=50
6011.62,n=50
5428.02,n=50
5552.2,n=50
4920.7,n=50
6908.66,n=50
6044.36,n=50
5778.52,n=50
6884.74,n=50
7171.54,n=50
3241.54,n=50
4297.34,n=50
5980.36,n=50
7018.86,n=50
4954.7,n=50
5202.86,n=50
5511.54,n=50
4848.66,n=50
6757.7,n=50
5195.84,n=50
5798.18,n=50
5447.8,n=50
6594.8,n=50
5463.38,n=50
5631.04,n=50
5201.16,n=50
4258.56,n=50
5545.02,n=50
6565.62,n=50
6704.08,n=50
4715.44,n=50
7562.84,n=50
4971.18,n=50
3859.16,n=50
4396.86,n=50
7157.78,n=50
4495.22,n=50
4819.56,n=50
6428.58,n=50
5773,n=50
5277.4,n=50
6234.92,n=50
6804.66,n=50
6689.04,n=50
5730.86,n=50
7096.76,n=50
5692.36,n=50
4370.72,n=50
4602.72,n=50
2983.34,n=50
4911.5,n=50
6236.38,n=50
4543.4,n=50
7449.1,n=50
3759.78,n=50
4222.3,n=50
5692.1,n=50
5157.3,n=50
5825.72,n=50
7285.92,n=50
4450.58,n=50
5423.08,n=50
6715.86,n=50
5154.74,n=50
5811.34,n=50
4708.14,n=50
4518.32,n=50
6300.86,n=50
4232.56,n=50
6714.3,n=50
6582.04,n=50
6161.24,n=50
6699.18,n=50
3736.72,n=50
5549.48,n=50
3984.84,n=50
4559.12,n=50
5408.54,n=50
5753.32,n=50
5149.84,n=50
6005.7,n=50
4651.14,n=50
4971.78,n=50
11866.32,n=50
7035.24,n=50
6197.8,n=50
6742.66,n=50
5955.88,n=50
6857.34,n=50
5141.04,n=50
6466.52,n=50
6474.66,n=50
5095.34,n=50
4178.3,n=50
6279.52,n=50
7588.38,n=50
5717.1,n=50
5602.64,n=50
7442.42,n=50
4611.44,n=50
5619.28,n=50
6994.32,n=50
5344.64,n=50
5252.64,n=50
5297.62,n=50
4801.78,n=50
4677.78,n=50
3611.48,n=50
4660.12,n=50
4593.74,n=50
6836.88,n=50
6236.7,n=50
6052.3,n=50
5347.24,n=50
5986.58,n=50
4627.26,n=50
5996.44,n=50
8583.88,n=50
5124.54,n=50
5646.5,n=50
5386.88,n=50
5238.54,n=50
7184.28,n=50
5581.88,n=50
5853,n=50
5079.56,n=50
4501.8,n=50
4990.58,n=50
5253.88,n=50
5224.98,n=50
6743.66,n=50
7481.4,n=50
7310.7,n=50
5021.86,n=50
6906.22,n=50
8403.74,n=50
7303.12,n=50
4247.18,n=50
7468.6,n=50
5794.92,n=50
3983.1,n=50
8615.12,n=50
5502.84,n=50
5598.38,n=50
4967.84,n=50
5665.34,n=50
6886.68,n=50
5769.48,n=50
6687.34,n=50
4976.04,n=50
6893.5,n=50
5225.04,n=50
4916.24,n=50
4794.62,n=50
7970.9,n=50
6348.96,n=50
4459.24,n=50
6900.7,n=50
4746.32,n=50
4701.38,n=50
4897,n=50
5706.74,n=50
4790.1,n=50
6696.58,n=50
4312.34,n=50
5222.06,n=50
5398.56,n=50
5290.54,n=50
5282.9,n=50
3845.42,n=50
5787.06,n=50
7011.62,n=50
4808.5,n=50
6199.26,n=50
4727.84,n=50
5333.98,n=50
4356.4,n=50
5889.68,n=50
4558.46,n=50
6466.64,n=50
4553.42,n=50
6619.74,n=50
4913.78,n=50
5264.06,n=50
6027.16,n=50
5035.64,n=50
5967.46,n=50
6993.94,n=50
7893.3,n=50
6107.88,n=50
6000,n=50
6204.58,n=50
5719.08,n=50
5418.1,n=50
4792.6,n=50
5761.84,n=50
3762.76,n=50
6365.78,n=50
6958.04,n=50
6791.56,n=50
4578.52,n=50
4932.48,n=50
7227.94,n=50
5321.14,n=50
3554.5,n=50
6661.04,n=50
5546.98,n=50
6953.66,n=50
5220.02,n=50
5293.28,n=50
6544.54,n=50
4385.78,n=50
5852.28,n=50
5156.18,n=50
6571.52,n=50
5648.44,n=50
6039.72,n=50
6601.78,n=50
5977.5,n=50
4557.28,n=50
4287.76,n=50
5160.88,n=50
6824.8,n=50
4936.34,n=50
5612.92,n=50
4568.48,n=50
6007.52,n=50
7003.02,n=50
6889.18,n=50
8134.38,n=50
6516.08,n=50
5426.7,n=50
6621.2,n=50
6029.1,n=50
8193.14,n=50
4613.54,n=50
5063.68,n=50
4904.48,n=50
5448.28,n=50
3984.36,n=50
7889.08,n=50
4863.02,n=50
3957.18,n=50
6437.88,n=50
6396.1,n=50
4735.88,n=50
5522.18,n=50
3985.06,n=50
4134.92,n=50
4375.4,n=50
6634.74,n=50
5456.66,n=50
6576.52,n=50
3914.32,n=50
6324.5,n=50
5633.24,n=50
3833.46,n=50
5877.18,n=50
7309.38,n=50
4816.52,n=50
5374.26,n=50
4810.08,n=50
7209.86,n=50
5288.46,n=50
4769.18,n=50
4761.44,n=50
6398.22,n=50
5801.34,n=50
5561.94,n=50
8285.88,n=50
5052.86,n=50
7028.4,n=50
5895.56,n=50
6561.3,n=50
5633.04,n=50
4978.12,n=50
6107.04,n=50
5051.5,n=50
6145.2,n=50
4881,n=50
5610.46,n=50
5051.52,n=50
5831.96,n=50
6538.96,n=50
4317.38,n=50
3945.78,n=50
4602.6,n=50
5890.22,n=50
6493.88,n=50
7072.3,n=50
4508.06,n=50
5701.5,n=50
7704.98,n=50
4970.26,n=50
5601.28,n=50
7350.4,n=50
7027.48,n=50
4018.36,n=50
7617.78,n=50
7078.72,n=50
5519.22,n=50
4459.26,n=50
5072.7,n=50
4806.76,n=50
5977,n=50
6034.42,n=50
5343.26,n=50
4093.06,n=50
7950.88,n=50
6266.22,n=50
7060.04,n=50
5052.46,n=50
6727.38,n=50
4895.96,n=50
5263.4,n=50
6279.88,n=50
4648.94,n=50
6380.86,n=50
5582.94,n=50
5255,n=50
6459.44,n=50
4879.68,n=50
6292,n=50
7104.62,n=50
6338.96,n=50
4624.74,n=50
6200.64,n=50
4399.14,n=50
4420.02,n=50
6294.62,n=50
4621.22,n=50
4988.34,n=50
3606.52,n=50
5898.6,n=50
4910.14,n=50
5517.22,n=50
6975.68,n=50
5332.44,n=50
3292.76,n=50
5415.62,n=50
5953.92,n=50
5929.54,n=50
4386.3,n=50
5099.12,n=50
5969.38,n=50
5992.46,n=50
7255.68,n=50
6747.18,n=50
4435.88,n=50
3828.64,n=50
4405.82,n=50
5414.36,n=50
6533.72,n=50
7034.16,n=50
6741.46,n=50
3460.4,n=50
4035.28,n=50
5000.86,n=50
4981.86,n=50
5422.84,n=50
5931.4,n=50
4478.92,n=50
6143.84,n=50
3807.28,n=50
6015.48,n=50
6059.32,n=50
5696.68,n=50
5839.86,n=50
6862.68,n=50
8042.3,n=50
5572.16,n=50
4733.64,n=50
6533.18,n=50
5975.86,n=50
4509.5,n=50
5135.74,n=50
5246.6,n=50
4086.72,n=50
3844.56,n=50
5399.44,n=50
5454.34,n=50
6754.62,n=50
4633.14,n=50
6061.52,n=50
5120.08,n=50
4997.88,n=50
6464.16,n=50
4528.92,n=50
5005.34,n=50
6248.58,n=50
4935.34,n=50
5967.4,n=50
4316.28,n=50
4884.82,n=50
8050.54,n=50
6758,n=50
4189.44,n=50
5234.66,n=50
5739.44,n=50
6069.16,n=50
5261.9,n=50
4766.42,n=50
6090.76,n=50
5208.58,n=50
6186.72,n=50
6405.08,n=50
5560.28,n=50
5649.28,n=50
5505.36,n=50
5472.02,n=50
5745.22,n=50
6007.24,n=50
5375.14,n=50
6256.96,n=50
5694.14,n=50
5159.62,n=50
4688.76,n=50
3797.6,n=50
5561.5,n=50
4177.66,n=50
8455.52,n=50
6423.74,n=50
6340.8,n=50
6360.26,n=50
5815.22,n=50
6710.64,n=50
6799.48,n=50
6187.16,n=50
8285.16,n=50
4709.94,n=50
5993.82,n=50
6512.06,n=50
4518.84,n=50
6343.06,n=50
3785.86,n=50
6868.8,n=50
6900.16,n=50
5151.28,n=50
5667.8,n=50
4674.52,n=50
5554.14,n=50
6550.6,n=50
6620.04,n=50
5771.78,n=50
4696.16,n=50
5489.3,n=50
6404.6,n=50
7446.72,n=50
7194.32,n=50
4532.9,n=50
4916.02,n=50
5274.36,n=50
6440.26,n=50
6472.56,n=50
4210.26,n=50
4768.16,n=50
5752.38,n=50
4876.3,n=50
5399.62,n=50
3875.14,n=50
6587.36,n=50
5805.16,n=50
7073.4,n=50
6905.64,n=50
4788.32,n=50
4508.16,n=50
5933.16,n=50
4097.32,n=50
4454.48,n=50
3696.14,n=50
4897.08,n=50
5402,n=50
5219.24,n=50
6364.36,n=50
4565.2,n=50
4818.3,n=50
5551.62,n=50
5148.62,n=50
9101.72,n=50
7991.96,n=50
5453.78,n=50
4564.44,n=50
4709.94,n=50
5841.46,n=50
6227.6,n=50
5487.52,n=50
5973.56,n=50
6711.04,n=50
5973.16,n=50
9791.48,n=50
4819.16,n=50
6404.5,n=50
8204.46,n=50
3752.16,n=50
5023.74,n=50
7022.28,n=50
5223.88,n=50
5935.32,n=50
5444.72,n=50
5613.2,n=50
5311.14,n=50
7417.52,n=50
7102.66,n=50
5930.9,n=50
6857.74,n=50
5353.4,n=50
5077.28,n=50
6689.58,n=50
5088.3,n=50
5139.06,n=50
3488.04,n=50
6492.38,n=50
5240.92,n=50
7083.5,n=50
5863.74,n=50
5184.46,n=50
6066.76,n=50
5857.32,n=50
4915.8,n=50
6649.04,n=50
5000.54,n=50
6581.36,n=50
6117.92,n=50
5939.12,n=50
5653.6,n=50
6939.2,n=50
7247.16,n=50
6239.32,n=50
7473.8,n=50
5920.82,n=50
5724.68,n=50
4883.3,n=50
4460.34,n=50
6498.98,n=50
6078.02,n=50
5462.76,n=50
6573.96,n=50
5981.02,n=50
5315.28,n=50
7499.12,n=50
5186.94,n=50
7343.96,n=50
4567.28,n=50
4377.96,n=50
6131.12,n=50
4082.32,n=50
5970.36,n=50
5292.28,n=50
3698.5,n=50
6491.68,n=50
6129.9,n=50
6221.16,n=50
8900.66,n=50
3703.06,n=50
3799.12,n=50
6099.48,n=50
5516.94,n=50
5581.78,n=50
6219.22,n=50
7899.62,n=50
4210.06,n=50
5178.8,n=50
5113.68,n=50
4807.06,n=50
5091.24,n=50
5406.08,n=50
5009.76,n=50
4792.12,n=50
5151.24,n=50
6649.76,n=50
7101.26,n=50
5173.9,n=50
8881.28,n=50
7066.84,n=50
4828.5,n=50
4320.82,n=50
5191.16,n=50
4781.32,n=50
6496.42,n=50
5325.74,n=50
4227.38,n=50
5330.98,n=50
4229.52,n=50
4746.58,n=50
6146.32,n=50
4530,n=50
5732.44,n=50
4797.36,n=50
4544.88,n=50
4649.24,n=50
4930.98,n=50
5174.9,n=50
5793.8,n=50
6653.16,n=50
5801.5,n=50
5100.36,n=50
4254.66,n=50
5662.76,n=50
5788.42,n=50
5587.48,n=50
6400.52,n=50
6916.02,n=50
5914.68,n=50
5138.02,n=50
5364.84,n=50
7047.54,n=50
5868.6,n=50
5175.04,n=50
8045.86,n=50
5679.78,n=50
5411.52,n=50
6965.78,n=50
4921.92,n=50
3837.54,n=50
4604.72,n=50
3769.98,n=50
4357.32,n=50
7005.16,n=50
4729.18,n=50
5513.3,n=50
6887.44,n=50
4713.74,n=50
7288,n=50
4473.42,n=50
4561.4,n=50
6005.34,n=50
5724.44,n=50
5228.54,n=50
4265.3,n=50
7776.38,n=50
6328.74,n=50
6049.06,n=50
5182.68,n=50
6751.04,n=50
5307.14,n=50
5007.88,n=50
6417.52,n=50
5018.88,n=50
4823.68,n=50
5356.58,n=50
5946.42,n=50
5882.96,n=50
5007.96,n=50
5102.86,n=50
4820.4,n=50
6747.36,n=50
5238.9,n=50
3299.98,n=50
6499.06,n=50
5489.12,n=50
4513.1,n=50
5682.74,n=50
8204.36,n=50
5241.52,n=50
5610.9,n=50
5369.74,n=50
4201.38,n=50
5030.98,n=50
5353.42,n=50
4532.3,n=50
4841.4,n=50
6286.08,n=50
5505.56,n=50
8374.4,n=50
4948.82,n=50
6269.26,n=50
6213.36,n=50
4336.32,n=50
5798.52,n=50
5987.88,n=50
5982.5,n=50
6705.92,n=50
4443.9,n=50
6102.68,n=50
5260.04,n=50
5555.02,n=50
3142.9,n=50
5937.7,n=50
5567.36,n=50
6317.46,n=50
6084.7,n=50
8174.4,n=50
5571.78,n=50
6423.76,n=50
5284.22,n=50
8289.72,n=50
5568.68,n=50
6085.44,n=50
5758.22,n=50
6986.46,n=50
5359.8,n=50
5079.86,n=50
6523.52,n=50
5144.04,n=50
3632.94,n=50
5386.18,n=50
8719.12,n=50
6051.02,n=50
7084.84,n=50
4768.4,n=50
8809.56,n=50
5280.94,n=50
5640.14,n=50
5514.9,n=50
6039.36,n=50
4430.06,n=50
6533.66,n=50
6576.9,n=50
5646.76,n=50
5949.7,n=50
5777.94,n=50
6432.86,n=50
5504.56,n=50
4714.92,n=50
4208.44,n=50
4703.26,n=50
6369.54,n=50
3528.3,n=50
5891.36,n=50
3946.18,n=50
4094.06,n=50
6417.14,n=50
8328.46,n=50
3552.8,n=50
4595.32,n=50
6794.24,n=50
5783.44,n=50
6969.44,n=50
6559.42,n=50
5770.84,n=50
5702.24,n=50
6595.02,n=50
6122.02,n=50
4799.74,n=50
5484.56,n=50
4401.36,n=50
4443.68,n=50
5036.96,n=50
5110.84,n=50
4474.92,n=50
6852.76,n=50
5636.72,n=50
6128.98,n=50
4643.1,n=50
7604.5,n=50
7993.5,n=50
6881.86,n=50
6542.82,n=50
5509.3,n=50
5877.32,n=50
4498.62,n=50
6528.28,n=50
6285.68,n=50
5659.16,n=50
5916.98,n=50
6478.64,n=50
5014.04,n=50
6095.02,n=50
5828.18,n=50
5604.56,n=50
6447.02,n=50
7799.8,n=50
7191.32,n=50
6972.04,n=50
6091.2,n=50
5171.06,n=50
7102.52,n=50
5349.68,n=50
7246.42,n=50
5536.84,n=50
5746,n=50
5602.56,n=50
5763.78,n=50
4093.52,n=50
4861.3,n=50
5196.22,n=50
4530.4,n=50
4826.14,n=50
7811.54,n=50
8056.74,n=50
6150.34,n=50
7440.46,n=50
5532.62,n=50
4357.4,n=50
5522.72,n=50
5815.64,n=50
6574.8,n=50
8202.08,n=50
6677.76,n=50
5759.36,n=50
8291.18,n=50
6188.36,n=50
5458.74,n=50
4654.92,n=50
5028.7,n=50
5861.14,n=50
7138.4,n=50
6506.64,n=50
3805.86,n=50
5074.14,n=50
4814.66,n=50
4807.66,n=50
5332.06,n=50
5971.86,n=50
6134.78,n=50
5033.44,n=50
6147.82,n=50
5219.98,n=50
4510.12,n=50
3273.6,n=50
5438.8,n=50
4748.26,n=50
5236.6,n=50
6235.76,n=50
6470.82,n=50
6137.96,n=50
5756.98,n=50
5044.76,n=50
5814.3,n=50
4535.74,n=50
6865.52,n=50
5534.82,n=50
6412.34,n=50
6361.68,n=50
4576.42,n=50
4862.16,n=50
7670.86,n=50
5433.88,n=50
6907.22,n=50
5033.52,n=50
4282.14,n=50
6064.48,n=50
5472.86,n=50
5506.5,n=50
5596.8,n=50
3793.86,n=50
6531.3,n=50
6834.82,n=50
5067.58,n=50
4974.32,n=50
6275.1,n=50
6418.58,n=50
5178.18,n=50
5188.14,n=50
5299.58,n=50
6654.8,n=50
7632.34,n=50
5594.88,n=50
6677,n=50
6964.86,n=50
5796.84,n=50
7026.3,n=50
4216.24,n=50
6398.94,n=50
6239.52,n=50
6099.92,n=50
5221.36,n=50
6390.22,n=50
6170.94,n=50
6205.54,n=50
5780.12,n=50
3726.44,n=50
5801,n=50
6742.44,n=50
4315.5,n=50
5841.54,n=50
4177.08,n=50
5691.22,n=50
5671,n=50
6555.84,n=50
5294.96,n=50
6148.48,n=50
6907.44,n=50
4456.28,n=50
8789.44,n=50
7402.52,n=50
4377.6,n=50
5507.02,n=50
6458.02,n=50
7577.28,n=50
4434.72,n=50
6091.5,n=50
4763.04,n=50
4375.1,n=50
5316,n=50
4182.12,n=50
6778.2,n=50
5211.74,n=50
5992.54,n=50
8842.22,n=50
4330.98,n=50
7277.74,n=50
6242.64,n=50
5383.86,n=50
6607.42,n=50
6630.92,n=50
5489.1,n=50
6667.82,n=50
4959.8,n=50
4723.3,n=50
4418.04,n=50
5911.36,n=50
7089.46,n=50
5139.72,n=50
6357.38,n=50
4804.14,n=50
5373.34,n=50
5107.84,n=50
4024.84,n=50
7171.02,n=50
4576.86,n=50
4801.04,n=50
5837.12,n=50
6850.24,n=50
6199.44,n=50
6809.88,n=50
6497.1,n=50
5701.22,n=50
6307.42,n=50
5519.62,n=50
3263.12,n=50
6920.5,n=50
5387.1,n=50
5674.36,n=50
4478.38,n=50
5475.96,n=50
4753.22,n=50
6965.28,n=50
5405.14,n=50
5619.76,n=50
7414.54,n=50
5434.94,n=50
5093.22,n=50
3271.46,n=50
6400.34,n=50
6297.74,n=50
5624.2,n=50
5337.12,n=50
5805.92,n=50
5490.92,n=50
4571.58,n=50
6333.88,n=50
5855.16,n=50
6368.28,n=50
4116.08,n=50
5288.06,n=50
5535.26,n=50
4343.94,n=50
4171.68,n=50
7058.04,n=50
5865.24,n=50
3671.46,n=50
5267.04,n=50
5885,n=50
3776.32,n=50
6994.8,n=50
6116.58,n=50
5710.28,n=50
6700.78,n=50
6240,n=50
6379.06,n=50
6791.14,n=50
5713.34,n=50
6134.8,n=50
7408.7,n=50
5703.7,n=50
4184.84,n=50
5060.36,n=50
5497.86,n=50
4900.56,n=50
9971.5,n=50
5190.6,n=50
5332.92,n=50
6514.62,n=50
6121.42,n=50
4042.84,n=50
6775.1,n=50
4512.68,n=50
7393.04,n=50
5592.24,n=50
5506.6,n=50
5097.66,n=50
4374.06,n=50
6928.06,n=50
3700.9,n=50
5212.8,n=50
3864.08,n=50
4827.18,n=50
5872.08,n=50
6996.34,n=50
5230.24,n=50
6622.88,n=50
5922.26,n=50
6514.54,n=50
4946.62,n=50
5183.62,n=50
5278.44,n=50
5331.04,n=50
7962.08,n=50
5624.18,n=50
4701.96,n=50
5199.48,n=50
5885.4,n=50
4514.62,n=50
5673.74,n=50
3868.76,n=50
5252.38,n=50
3948.68,n=50
8540.34,n=50
5041.86,n=50
5410.58,n=50
5280.88,n=50
5684.56,n=50
5940.06,n=50
6302.08,n=50
3980.28,n=50
7965.5,n=50
6032.78,n=50
4709.54,n=50
6961.56,n=50
6915.14,n=50
5001.28,n=50
5467.34,n=50
5938.04,n=50
4790.7,n=50
6515.76,n=50
4588.8,n=50
4940.66,n=50
6427.34,n=50
4066.94,n=50
5936.84,n=50
3607.62,n=50
6765.14,n=50
5250.96,n=50
4391.46,n=50
4433.66,n=50
5360.58,n=50
4428.1,n=50
5018.58,n=50
5863.88,n=50
4416.5,n=50
6351.3,n=50
5226.38,n=50
7866.32,n=50
5752.34,n=50
3279.08,n=50
5083.38,n=50
5877.86,n=50
7088.32,n=50
7221.32,n=50
5913.62,n=50
5499,n=50
6548.56,n=50
5311.38,n=50
5534.72,n=50
4379.02,n=50
4919.76,n=50
5285.42,n=50
5918.7,n=50
4551.7,n=50
5200.74,n=50
5520.16,n=50
5995.38,n=50
5752.1,n=50
6724.2,n=50
5581.28,n=50
6956.8,n=50
6855.58,n=50
6454.48,n=50
5458.06,n=50
5419.38,n=50
6053.84,n=50
6358.68,n=50
5090.8,n=50
5075.86,n=50
4689.48,n=50
4302.92,n=50
5487.56,n=50
8424.18,n=50
4393.06,n=50
5502.4,n=50
4748.28,n=50
6007.18,n=50
5774.84,n=50
5733.64,n=50
5600.7,n=50
6963.4,n=50
5588.6,n=50
7443.5,n=50
6111.94,n=50
6916.2,n=50
4416.68,n=50
3744.64,n=50
5909.72,n=50
7815.14,n=50
4524.52,n=50
5309.84,n=50
5157.8,n=50
5069.92,n=50
3926.74,n=50
5578.78,n=50
5549.24,n=50
5821.28,n=50
8160.5,n=50
6393,n=50
5333.54,n=50
5880.78,n=50
6365.42,n=50
7143.58,n=50
4817.2,n=50
5709.6,n=50
4666.94,n=50
5389.26,n=50
5297.76,n=50
7008.58,n=50
6589.28,n=50
5453.62,n=50
6468.88,n=50
7120.66,n=50
5980.82,n=50
5052.86,n=50
5453.14,n=50
5433.44,n=50
5410.34,n=50
4395.48,n=50
6018.68,n=50
5141.58,n=50
7650.04,n=50
5290.4,n=50
4635.42,n=50
4807.9,n=50
6094,n=50
4715.66,n=50
6426.38,n=50
4620.34,n=50
7071.38,n=50
6284.44,n=50
4312.78,n=50
7945,n=50
6448.26,n=50
6273.58,n=50
5773.14,n=50
4417.36,n=50
5207.84,n=50
3732.06,n=50
7330.38,n=50
6002.1,n=50
5855.5,n=50
4160.7,n=50
6600.2,n=50
4641.94,n=50
4622.02,n=50
5986.9,n=50
6172.32,n=50
6031,n=50
6607.8,n=50
4806.74,n=50
4478.54,n=50
5733.44,n=50
5896.56,n=50
6945.5,n=50
6260.26,n=50
6173.74,n=50
5857.36,n=50
7937.16,n=50
5387.44,n=50
3132.8,n=50
5749.06,n=50
6110.04,n=50
6738.04,n=50
6215.56,n=50
6524.2,n=50
5132.1,n=50
5687.78,n=50
6643.14,n=50
6768,n=50
6410.98,n=50
4893.42,n=50
5788.12,n=50
5636.88,n=50
5041.16,n=50
4029.06,n=50
5373.4,n=50
4463.22,n=50
6376.3,n=50
7065.04,n=50
5039.7,n=50
7899.04,n=50
6497.16,n=50
5504.8,n=50
6320.04,n=50
7229,n=50
5639.58,n=50
7378.08,n=50
5168.02,n=50
4876.9,n=50
6417.58,n=50
4345.7,n=50
5129.36,n=50
6325.56,n=50
5763.4,n=50
7063.26,n=50
4863.6,n=50
6411.18,n=50
4516.54,n=50
3938,n=50
4853.58,n=50
4214.48,n=50
4440.66,n=50
7285.32,n=50
4645.3,n=50
7739.62,n=50
5505.44,n=50
5305.12,n=50
4419.9,n=50
6314.04,n=50
4180.9,n=50
6007.1,n=50
5586.18,n=50
5534.82,n=50
6795.8,n=50
5273.56,n=50
7555.8,n=50
6929.88,n=50
3948.24,n=50
6444.94,n=50
5530.98,n=50
6087.46,n=50
5013.68,n=50
5987.36,n=50
5652,n=50
4493.14,n=50
4161.78,n=50
3833.26,n=50
5087.7,n=50
4238.62,n=50
5632.88,n=50
6663.84,n=50
6185.24,n=50
6180.66,n=50
5806.22,n=50
6557.24,n=50
5597.06,n=50
6166.44,n=50
4945.02,n=50
6326.1,n=50
6533.02,n=50
6082.48,n=50
5804.52,n=50
6276.42,n=50
5117.94,n=50
6273.48,n=50
5280.02,n=50
5438.98,n=50
4623.06,n=50
6239.42,n=50
5753.44,n=50
6737.42,n=50
6060.18,n=50
5055.48,n=50
6011.42,n=50
4714.78,n=50
4930.6,n=50
4621.16,n=50
6170.04,n=50
6380.86,n=50
6764.56,n=50
6626.78,n=50
5208.42,n=50
5472.94,n=50
5919.52,n=50
4264.36,n=50
6020.64,n=50
5396.58,n=50
6010.64,n=50
5406.2,n=50
6520.02,n=50
5121.2,n=50
4266.02,n=50
7329.46,n=50
7287.32,n=50
5925.9,n=50
5210.82,n=50
4451.8,n=50
6450.64,n=50
5332.24,n=50
5361.78,n=50
6137.98,n=50
4198.84,n=50
4619.66,n=50
4915.06,n=50
5522.88,n=50
8555.62,n=50
6150.2,n=50
5613.02,n=50
5326.86,n=50
4536.34,n=50
4709.96,n=50
5721.24,n=50
7756.96,n=50
5910.34,n=50
5931.16,n=50
3744.5,n=50
5595,n=50
5586.86,n=50
6394.08,n=50
3623.54,n=50
7171.76,n=50
6070.16,n=50
5421.9,n=50
6395.7,n=50
4563.2,n=50
7004.82,n=50
5157.98,n=50
6551.48,n=50
4785.5,n=50
5756.74,n=50
6061.72,n=50
2902.84,n=50
6548.18,n=50
3293.98,n=50
5302.26,n=50
5968.56,n=50
5197.9,n=50
3700.96,n=50
3982.52,n=50
5229.82,n=50
5706.1,n=50
5455.72,n=50
5967.06,n=50
3605.04,n=50
4474.1,n=50
4986.42,n=50
3241.9,n=50
7739.64,n=50
6121.24,n=50
4573.3,n=50
6089.94,n=50
6977.62,n=50
5661.26,n=50
5624.04,n=50
5227.7,n=50
7207.82,n=50
5216.64,n=50
4450.88,n=50
4839.22,n=50
5267,n=50
8803.56,n=50
6371.88,n=50
4607.52,n=50
3463.8,n=50
6557.54,n=50
5671.58,n=50
5804.74,n=50
4861.62,n=50
5219.2,n=50
4479.42,n=50
5965.22,n=50
5598.3,n=50
5419.54,n=50
5192.5,n=50
3137.44,n=50
5572.16,n=50
5172.08,n=50
6973.64,n=50
4737.32,n=50
3897.92,n=50
6717.4,n=50
6609.32,n=50
6412.72,n=50
5366.16,n=50
3796.7,n=50
4196.98,n=50
6876.02,n=50
6973.34,n=50
6188.12,n=50
