date,currency_code,name,local_price,dollar_ex,dollar_price
2013-01-01,ARS,Argentina,19.0,4.9765,3.81794433839044
2013-01-01,AUD,Australia,4.7,0.959094615,4.90045499838408
2013-01-01,BRL,Brazil,11.25,1.99335,5.64376552035518
2013-01-01,CAD,Canada,5.41,1.0029,5.394356366537041
2013-01-01,CHF,Switzerland,6.5,0.9123,7.12484928203442
2013-01-01,CLP,Chile,2050.0,471.75,4.34552199258082
2013-01-01,CNY,China,16.0,6.2204,2.572181853257029
2013-01-01,COP,Colombia,8600.0,1773.175,4.85005710096296
2013-01-01,CRC,Costa Rica,2200.0,500.83,4.39270810454645
2013-01-01,CZK,Czech Republic,70.33,18.89495,3.72215856617774
2013-01-01,DKK,Denmark,28.5,5.49795,5.18375030693258
2013-01-01,EGP,Egypt,16.0,6.68575,2.3931496092435403
2013-01-01,EUR,Euro area,3.594849572,0.7369468290000001,4.878031128620269
2013-01-01,GBP,Britain,2.69,0.633211968,4.248182498028839
2013-01-01,HKD,Hong Kong,17.0,7.7591,2.19097575749765
2013-01-01,HUF,Hungary,830.0,217.46935,3.81662979173847
2013-01-01,IDR,Indonesia,27939.0,9767.5,2.86040440235475
2013-01-01,INR,India,89.0,53.395,1.66682273621126
2013-01-01,ILS,Israel,14.9,3.72455,4.00048327985931
2013-01-01,JPY,Japan,320.0,91.065,3.5139735353868105
2013-01-01,KRW,South Korea,3700.0,1085.475,3.40864598447684
2013-01-01,LKR,Sri Lanka,350.0,126.45,2.76789244760775
2013-01-01,MXN,Mexico,37.0,12.7384,2.9046034038811803
2013-01-01,MYR,Malaysia,7.95,3.083,2.5786571521245496
2013-01-01,NOK,Norway,43.0,5.4831,7.842279002753919
2013-01-01,NZD,New Zealand,5.2,1.202428906,4.32458000140592
2013-01-01,PKR,Pakistan,290.0,97.665,2.96933394767829
2013-01-01,PEN,Peru,10.0,2.5595,3.90701308849385
2013-01-01,PHP,Philippines,118.0,40.6,2.9064039408867
2013-01-01,PLN,Poland,9.1,3.092,2.94307891332471
2013-01-01,RUB,Russia,72.88,30.045,2.4256947911466096
2013-01-01,SAR,Saudi Arabia,11.0,3.7502,2.93317689723215
2013-01-01,SGD,Singapore,4.5,1.23485,3.64416730777017
2013-01-01,SEK,Sweden,40.55930138,6.3492,6.38809635544636
2013-01-01,THB,Thailand,87.0,29.755,2.9238783397748302
2013-01-01,TRY,Turkey,8.45,1.76875,4.7773851590106
2013-01-01,TWD,Taiwan,75.0,29.502,2.54220052877771
2013-01-01,UAH,Ukraine,19.0,8.144,2.33300589390963
2013-01-01,UYU,Uruguay,105.0,19.28,5.44605809128631
2013-01-01,USD,United States,4.367395833,1.0,4.367395833
2013-01-01,ZAR,South Africa,20.9,9.047,2.3101580634464502
2013-07-01,AED,UAE,12.0,3.673,3.26708412741628
2013-07-01,ARS,Argentina,21.0,5.4125,3.87990762124711
2013-07-01,AUD,Australia,5.035,1.089858863,4.61986425117506
2013-07-01,BRL,Brazil,12.0,2.27065,5.28483033492612
2013-07-01,CAD,Canada,5.53,1.05125,5.260404280618309
2013-07-01,CHF,Switzerland,6.5,0.9674,6.7190407277238
2013-07-01,CLP,Chile,2000.0,508.155,3.93580698802531
2013-07-01,CNY,China,16.0,6.1341,2.60836960597317
2013-07-01,COP,Colombia,8600.0,1921.0,4.47683498178032
2013-07-01,CRC,Costa Rica,2150.0,498.675,4.31142527698401
2013-07-01,CZK,Czech Republic,70.45,20.1828,3.49059595298967
2013-07-01,DKK,Denmark,28.5,5.8006,4.91328483260352
2013-07-01,EGP,Egypt,16.75,7.00915,2.38973341988686
2013-07-01,EUR,Euro area,3.623870489,0.777756173,4.65939148386547
2013-07-01,GBP,Britain,2.69,0.669142494,4.02007049936362
2013-07-01,HKD,Hong Kong,17.0,7.75665,2.19166779473097
2013-07-01,HUF,Hungary,860.0,228.462,3.76430215965894
2013-07-01,IDR,Indonesia,27939.0,9965.0,2.80371299548419
2013-07-01,INR,India,90.0,59.98,1.50050016672224
2013-07-01,ILS,Israel,17.5,3.64595,4.79984640491504
2013-07-01,JPY,Japan,320.0,100.105,3.1966435242994904
2013-07-01,KRW,South Korea,3900.0,1135.7,3.4340054591881697
2013-07-01,LKR,Sri Lanka,370.0,130.8,2.828746177370029
2013-07-01,MXN,Mexico,37.0,12.94115,2.8590967572433703
2013-07-01,MYR,Malaysia,7.3,3.1805,2.2952365980191805
2013-07-01,NOK,Norway,46.0,6.1281,7.506404921590709
2013-07-01,NZD,New Zealand,5.5,1.279344975,4.29907500125211
2013-07-01,PKR,Pakistan,300.0,100.035,2.99895036737142
2013-07-01,PEN,Peru,10.0,2.783,3.5932446999640697
2013-07-01,PHP,Philippines,115.21,43.44,2.6521639042357297
2013-07-01,PLN,Poland,9.2,3.3655,2.7336205615807496
2013-07-01,RUB,Russia,87.0,32.9389,2.64125395808603
2013-07-01,SAR,Saudi Arabia,10.0,3.7502,2.66652445202923
2013-07-01,SGD,Singapore,4.7,1.2747,3.68714207264454
2013-07-01,SEK,Sweden,41.61,6.7583,6.156873770030921
2013-07-01,THB,Thailand,89.0,31.275,2.8457234212629903
2013-07-01,TRY,Turkey,8.5,1.95745,4.34238422437355
2013-07-01,TWD,Taiwan,79.0,30.0285,2.63083404099439
2013-07-01,UAH,Ukraine,19.0,8.155,2.3298589822195
2013-07-01,UYU,Uruguay,105.0,21.085,4.97984349063315
2013-07-01,USD,United States,4.556666667,1.0,4.556666667
2013-07-01,ZAR,South Africa,22.5,10.04725,2.23941874642315
2014-01-01,AED,UAE,12.0,3.673,3.26708412741628
2014-01-01,ARS,Argentina,21.0,6.92125,3.03413400758534
2014-01-01,AUD,Australia,5.05,1.128859288,4.473542498770669
2014-01-01,BRL,Brazil,12.4,2.36305,5.247455618797741
2014-01-01,CAD,Canada,5.54,1.1051,5.0131209845262905
2014-01-01,CHF,Switzerland,6.5,0.91005,7.14246469974177
2014-01-01,CLP,Chile,2000.0,541.95,3.6903773410831295
2014-01-01,CNY,China,16.6,6.0513,2.74321220233669
2014-01-01,COP,Colombia,8600.0,1982.795,4.33731172410663
2014-01-01,CRC,Costa Rica,2150.0,501.92,4.2835511635320405
2014-01-01,CZK,Czech Republic,70.45,20.2838,3.47321507804258
2014-01-01,DKK,Denmark,28.5,5.5014,5.18049950921584
2014-01-01,EGP,Egypt,16.93,6.961,2.43212182157736
2014-01-01,EUR,Euro area,3.657962724,0.737218475,4.96184353491684
2014-01-01,GBP,Britain,2.79,0.603009015,4.62679649988317
2014-01-01,HKD,Hong Kong,18.0,7.75785,2.32023047622731
2014-01-01,HUF,Hungary,860.0,223.09705,3.8548246155652897
2014-01-01,IDR,Indonesia,27939.0,12140.0,2.30140032948929
2014-01-01,INR,India,95.0,61.845,1.5360983102918602
2014-01-01,ILS,Israel,17.5,3.4882,5.01691416776561
2014-01-01,JPY,Japan,310.0,104.245,2.97376372967528
2014-01-01,KRW,South Korea,3700.0,1067.3,3.46669165183173
2014-01-01,LKR,Sri Lanka,350.0,130.8,2.67584097859327
2014-01-01,MXN,Mexico,37.0,13.33275,2.77512141156176
2014-01-01,MYR,Malaysia,7.4,3.3235,2.2265683767113
2014-01-01,NOK,Norway,48.0,6.15745,7.79543479849613
2014-01-01,NZD,New Zealand,5.5,1.203007519,4.5718749992285
2014-01-01,PKR,Pakistan,320.0,105.415,3.03562111653939
2014-01-01,PEN,Peru,10.0,2.8065,3.56315695706396
2014-01-01,PHP,Philippines,135.0,45.23,2.98474463851426
2014-01-01,PLN,Poland,9.2,3.0684,2.99830530569678
2014-01-01,RUB,Russia,89.0,33.93925,2.62233255007108
2014-01-01,SAR,Saudi Arabia,11.0,3.7504,2.9330204778157003
2014-01-01,SGD,Singapore,4.6,1.27885,3.59698166321304
2014-01-01,SEK,Sweden,40.7,6.47315,6.287510717347809
2014-01-01,THB,Thailand,96.0,32.875,2.92015209125475
2014-01-01,TRY,Turkey,8.5,2.26155,3.75848422542062
2014-01-01,TWD,Taiwan,79.0,30.161,2.6192765491860404
2014-01-01,UAH,Ukraine,19.0,8.379,2.2675736961451203
2014-01-01,UYU,Uruguay,105.0,21.38,4.911131898971
2014-01-01,USD,United States,4.624166667,1.0,4.624166667
2014-01-01,ZAR,South Africa,23.5,10.87765,2.16039309961251
2014-07-01,AED,UAE,13.0,3.67305,3.5392929581682795
2014-07-01,ARS,Argentina,21.0,8.16875,2.5707727620505
2014-07-01,AUD,Australia,5.1,1.059378145,4.81414500013119
2014-07-01,BRL,Brazil,13.0,2.22025,5.855196486882111
2014-07-01,CAD,Canada,5.64,1.07405,5.25115218099716
2014-07-01,CHF,Switzerland,6.16,0.9024,6.826241134751769
2014-07-01,CLP,Chile,2100.0,564.14,3.72248023540256
2014-07-01,CNY,China,16.9,6.1983,2.72655405514415
2014-07-01,COP,Colombia,8600.0,1847.65,4.654561199361349
2014-07-01,CRC,Costa Rica,2150.0,537.3,4.0014889261120405
2014-07-01,CZK,Czech Republic,70.45,20.3877,3.4555148447348194
2014-07-01,DKK,Denmark,28.5,5.5388,5.14551888495703
2014-07-01,EGP,Egypt,16.93,7.15005,2.36781560968105
2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001,4.95354246993891
2014-07-01,GBP,Britain,2.89,0.586785589,4.92513799618893
2014-07-01,HKD,Hong Kong,18.8,7.75045,2.42566560651317
2014-07-01,HUF,Hungary,860.0,228.30615,3.76687180787727
2014-07-01,IDR,Indonesia,27939.0,11505.0,2.42842242503259
2014-07-01,INR,India,105.0,60.08875,1.7474152815626898
2014-07-01,ILS,Israel,17.5,3.4138,5.12625227019743
2014-07-01,JPY,Japan,370.0,101.53,3.6442430808628
2014-07-01,KRW,South Korea,4100.0,1023.75,4.00488400488401
2014-07-01,LKR,Sri Lanka,350.0,130.255,2.6870369659514
2014-07-01,MXN,Mexico,42.0,12.93255,3.24761937900878
2014-07-01,MYR,Malaysia,7.63,3.1675,2.40883977900553
2014-07-01,NOK,Norway,48.0,6.1873,7.75782651560455
2014-07-01,NZD,New Zealand,5.7,1.152737752,4.94475000069227
2014-07-01,PKR,Pakistan,300.0,98.68,3.04012971220105
2014-07-01,PEN,Peru,10.0,2.7880000000000003,3.5868005738880897
2014-07-01,PHP,Philippines,160.0,43.205,3.7032750839023296
2014-07-01,PLN,Poland,9.2,3.0714,2.99537670117862
2014-07-01,RUB,Russia,89.0,34.83725,2.5547366683650403
2014-07-01,SAR,Saudi Arabia,11.0,3.75035,2.93305958110576
2014-07-01,SGD,Singapore,4.7,1.238,3.79644588045234
2014-07-01,SEK,Sweden,40.7,6.836,5.95377413692218
2014-07-01,THB,Thailand,99.0,31.78,3.11516677155444
2014-07-01,TRY,Turkey,9.25,2.09125,4.42319187089062
2014-07-01,TWD,Taiwan,79.0,29.982,2.63491428190248
2014-07-01,UAH,Ukraine,19.0,11.685,1.6260162601626
2014-07-01,UYU,Uruguay,113.0,22.97,4.91946016543317
2014-07-01,USD,United States,4.795,1.0,4.795
2014-07-01,VND,Vietnam,60000.0,21230.0,2.82618935468676
2014-07-01,ZAR,South Africa,24.5,10.5145,2.33011555471016
2015-01-01,AED,UAE,13.0,3.67305,3.5392929581682795
2015-01-01,ARS,Argentina,28.0,8.61,3.2520325203252
2015-01-01,AUD,Australia,5.3,1.227219734,4.31870499892076
2015-01-01,BRL,Brazil,13.5,2.59275,5.20682672837721
2015-01-01,CAD,Canada,5.7,1.22855,4.63961580725245
2015-01-01,CHF,Switzerland,6.5,0.86165,7.54366622178379
2015-01-01,CLP,Chile,2100.0,627.485,3.34669354645928
2015-01-01,CNY,China,17.2,6.2115,2.7690573935442298
2015-01-01,COP,Colombia,7900.0,2364.98,3.340408798383069
2015-01-01,CRC,Costa Rica,2150.0,536.09,4.01052062153743
2015-01-01,CZK,Czech Republic,70.45,24.13325,2.9192089751691097
2015-01-01,DKK,Denmark,34.5,6.4174,5.37600897559759
2015-01-01,EGP,Egypt,16.93,7.35005,2.3033856912538
2015-01-01,EUR,Euro area,3.68,0.8630734040000001,4.26383200194175
2015-01-01,GBP,Britain,2.89,0.6615944429999999,4.36823499740308
2015-01-01,HKD,Hong Kong,18.8,7.75135,2.42538396537377
2015-01-01,HUF,Hungary,860.0,271.39345,3.16883108269562
2015-01-01,IDR,Indonesia,27939.0,12480.0,2.23870192307692
2015-01-01,INR,India,116.25,61.615,1.88671589710298
2015-01-01,ILS,Israel,17.5,3.93415,4.4482289694088895
2015-01-01,JPY,Japan,370.0,117.765,3.14185029507918
2015-01-01,KRW,South Korea,4100.0,1083.3,3.7847318379027097
2015-01-01,LKR,Sri Lanka,350.0,131.875,2.65402843601896
2015-01-01,MXN,Mexico,49.0,14.6275,3.34985472568792
2015-01-01,MYR,Malaysia,7.63,3.6155,2.11035818005808
2015-01-01,NOK,Norway,48.0,7.6225,6.29714660544441
2015-01-01,NZD,New Zealand,5.9,1.313283866,4.49255500105261
2015-01-01,PKR,Pakistan,300.0,100.735,2.97811088499528
2015-01-01,PEN,Peru,10.0,3.008,3.32446808510638
2015-01-01,PHP,Philippines,163.0,44.41,3.67034451700068
2015-01-01,PLN,Poland,9.2,3.7066,2.4820590298386698
2015-01-01,RUB,Russia,89.0,65.227,1.36446563539639
2015-01-01,SAR,Saudi Arabia,11.0,3.7569,2.9279459128536804
2015-01-01,SGD,Singapore,4.7,1.33315,3.5254847541537004
2015-01-01,SEK,Sweden,40.7,8.19145,4.96859530363977
2015-01-01,THB,Thailand,99.0,32.605,3.03634411900015
2015-01-01,TRY,Turkey,9.25,2.33345,3.964087509910221
2015-01-01,TWD,Taiwan,79.0,31.493,2.50849395103674
2015-01-01,UAH,Ukraine,19.0,15.822,1.2008595626343102
2015-01-01,UYU,Uruguay,113.0,24.425,4.62640736949846
2015-01-01,USD,United States,4.79,1.0,4.79
2015-01-01,VND,Vietnam,60000.0,21380.0,2.8063610851262903
2015-01-01,ZAR,South Africa,25.5,11.47875,2.22149624305782
2015-07-01,AED,UAE,13.0,3.67295,3.53938931921208
2015-07-01,ARS,Argentina,28.0,9.135,3.06513409961686
2015-07-01,AUD,Australia,5.3,1.35126005,3.9222649999901895
2015-07-01,BRL,Brazil,13.5,3.15235,4.28251939029613
2015-07-01,CAD,Canada,5.85,1.2897,4.53593859036985
2015-07-01,CHF,Switzerland,6.5,0.9528,6.82199832073888
2015-07-01,CLP,Chile,2100.0,642.45,3.26873686668223
2015-07-01,CNY,China,17.0,6.2092,2.73787283385943
2015-07-01,COP,Colombia,7900.0,2708.9,2.91631289453284
2015-07-01,CRC,Costa Rica,2150.0,533.3,4.0315019688730604
2015-07-01,CZK,Czech Republic,70.0,24.70225,2.83374996204799
2015-07-01,DKK,Denmark,34.59,6.81105,5.07851212368137
2015-07-01,EGP,Egypt,16.93,7.83005,2.1621828723954497
2015-07-01,EUR,Euro area,3.7,0.912700224,4.05390499827466
2015-07-01,GBP,Britain,2.89,0.640450877,4.512446002943019
2015-07-01,HKD,Hong Kong,19.2,7.7508,2.47716364762347
2015-07-01,HUF,Hungary,900.0,282.8778,3.1815858296409303
2015-07-01,IDR,Indonesia,30500.0,13344.5,2.28558582187418
2015-07-01,INR,India,116.25,63.43,1.83272899259026
2015-07-01,ILS,Israel,17.5,3.77835,4.63165138221711
2015-07-01,JPY,Japan,370.0,123.935,2.98543591398717
2015-07-01,KRW,South Korea,4300.0,1143.5,3.76038478355925
2015-07-01,LKR,Sri Lanka,350.0,133.85,2.61486738886814
2015-07-01,MXN,Mexico,49.0,15.73975,3.1131371209835
2015-07-01,MYR,Malaysia,7.65,3.8065,2.00972021542099
2015-07-01,NOK,Norway,46.0,8.14255,5.6493358960031
2015-07-01,NZD,New Zealand,5.9,1.509092281,3.90963499998182
2015-07-01,PKR,Pakistan,350.0,101.7,3.44149459193707
2015-07-01,PEN,Peru,10.0,3.1835,3.14119679597927
2015-07-01,PHP,Philippines,163.0,45.2125,3.6051976776334
2015-07-01,PLN,Poland,9.6,3.7736,2.5439898240407004
2015-07-01,RUB,Russia,107.0,56.815,1.88330546510605
2015-07-01,SAR,Saudi Arabia,12.0,3.75055,3.19953073549213
2015-07-01,SGD,Singapore,4.7,1.3664,3.4396955503512903
2015-07-01,SEK,Sweden,43.7,8.52265,5.127513156119281
2015-07-01,THB,Thailand,108.0,34.0875,3.1683168316831702
2015-07-01,TRY,Turkey,10.25,2.6457,3.8742109838606
2015-07-01,TWD,Taiwan,79.0,31.02,2.5467440361057405
2015-07-01,UAH,Ukraine,34.0,21.95,1.54897494305239
2015-07-01,UYU,Uruguay,113.0,27.345,4.1323825196562405
2015-07-01,USD,United States,4.79,1.0,4.79
2015-07-01,VND,Vietnam,60000.0,21810.0,2.75103163686382
2015-07-01,ZAR,South Africa,26.0,12.41455,2.0943167492982
2016-01-01,AED,UAE,13.0,3.6731,3.5392447796139503
2016-01-01,ARS,Argentina,33.0,13.80925,2.3897025544472004
2016-01-01,AUD,Australia,5.3,1.415728746,3.7436550009842096
2016-01-01,BRL,Brazil,13.5,4.0248,3.35420393559928
2016-01-01,CAD,Canada,5.84,1.4092,4.14419528810673
2016-01-01,CHF,Switzerland,6.5,1.0088,6.4432989690721705
2016-01-01,CLP,Chile,2100.0,715.215,2.9361800297812497
2016-01-01,CNY,China,17.6,6.5582,2.68366320026837
2016-01-01,COP,Colombia,7900.0,3253.9,2.42785580380467
2016-01-01,CRC,Costa Rica,2150.0,535.25,4.01681457262961
2016-01-01,CZK,Czech Republic,75.0,25.1442,2.98279523707257
2016-01-01,DKK,Denmark,30.0,6.9405,4.32245515452777
2016-01-01,EGP,Egypt,16.93,7.83005,2.1621828723954497
2016-01-01,EUR,Euro area,3.72,0.930232558,3.9990000005998496
2016-01-01,GBP,Britain,2.89,0.684532977,4.22185650232012
2016-01-01,HKD,Hong Kong,19.2,7.75235,2.4766683650764
2016-01-01,HUF,Hungary,900.0,292.67905,3.07504073147702
2016-01-01,IDR,Indonesia,30500.0,13947.5,2.18677182290733
2016-01-01,INR,India,127.0,66.8025,1.9011264548482496
2016-01-01,ILS,Israel,16.9,3.94105,4.288197307824061
2016-01-01,JPY,Japan,370.0,118.645,3.11854692570273
2016-01-01,KRW,South Korea,4300.0,1197.75,3.59006470465456
2016-01-01,LKR,Sri Lanka,350.0,144.05,2.42971190558834
2016-01-01,MXN,Mexico,49.0,17.43675,2.81015670924914
2016-01-01,MYR,Malaysia,8.0,4.3925,1.82128628343768
2016-01-01,NOK,Norway,46.8,8.97465,5.21468803797363
2016-01-01,NZD,New Zealand,5.9,1.508068165,3.91228999917255
2016-01-01,PKR,Pakistan,300.0,104.885,2.86027553987701
2016-01-01,PEN,Peru,10.0,3.418,2.9256875365710897
2016-01-01,PHP,Philippines,131.0,47.0225,2.7859003668456603
2016-01-01,PLN,Poland,9.6,4.0477,2.37171727153692
2016-01-01,RUB,Russia,114.0,74.655,1.52702431183444
2016-01-01,SAR,Saudi Arabia,12.0,3.7543,3.1963348693498097
2016-01-01,SGD,Singapore,4.7,1.43725,3.27013393633675
2016-01-01,SEK,Sweden,45.0,8.60185,5.23143277318251
2016-01-01,THB,Thailand,112.0,36.22,3.09221424627278
2016-01-01,TRY,Turkey,10.25,3.0096,3.40576820839979
2016-01-01,TWD,Taiwan,69.0,33.2315,2.07634322856326
2016-01-01,UAH,Ukraine,36.0,23.35,1.54175588865096
2016-01-01,UYU,Uruguay,113.0,30.185,3.74358124896472
2016-01-01,USD,United States,4.93,1.0,4.93
2016-01-01,VND,Vietnam,60000.0,22467.5,2.6705240903527296
2016-01-01,ZAR,South Africa,28.0,15.81375,1.7706110188917898
2016-07-01,AED,UAE,13.0,3.6731,3.5392447796139503
2016-07-01,ARS,Argentina,50.0,14.935,3.3478406427854
2016-07-01,AUD,Australia,5.75,1.335737661,4.3047375003975406
2016-07-01,BRL,Brazil,15.5,3.24145,4.78181060944948
2016-07-01,CAD,Canada,6.0,1.3030000000000002,4.60475825019187
2016-07-01,CHF,Switzerland,6.5,0.9861,6.59162356758949
2016-07-01,CLP,Chile,2300.0,651.12,3.53237498464185
2016-07-01,CNY,China,18.6,6.678,2.7852650494159903
2016-07-01,COP,Colombia,8900.0,2929.0,3.0385797200409703
2016-07-01,CRC,Costa Rica,2250.0,546.39,4.11793773678142
2016-07-01,CZK,Czech Republic,75.0,24.54655,3.0554191933285897
2016-07-01,DKK,Denmark,30.0,6.75715,4.43974160703847
2016-07-01,EGP,Egypt,23.0,8.87995,2.5901046740128
2016-07-01,EUR,Euro area,3.82,0.908306463,4.20562899815015
2016-07-01,GBP,Britain,2.99,0.758840492,3.94022199859098
2016-07-01,HKD,Hong Kong,19.2,7.7554,2.4756943549011
2016-07-01,HUF,Hungary,900.0,285.6397,3.15082252221943
2016-07-01,IDR,Indonesia,31000.0,13112.5,2.36415633937083
2016-07-01,INR,India,162.0,67.2,2.41071428571429
2016-07-01,ILS,Israel,16.9,3.85875,4.37965662455458
2016-07-01,JPY,Japan,370.0,106.725,3.46685406418365
2016-07-01,KRW,South Korea,4400.0,1140.95,3.85643542661817
2016-07-01,LKR,Sri Lanka,530.0,146.2,3.6251709986320098
2016-07-01,MXN,Mexico,44.0,18.535,2.37388724035608
2016-07-01,MYR,Malaysia,8.0,4.027,1.9865905140303
2016-07-01,NOK,Norway,46.8,8.49355,5.51006351878779
2016-07-01,NZD,New Zealand,6.0,1.4213630869999998,4.221300000595839
2016-07-01,PKR,Pakistan,375.0,104.82,3.57756153405839
2016-07-01,PEN,Peru,10.0,3.30585,3.02494063554003
2016-07-01,PHP,Philippines,133.0,47.115,2.82288018677704
2016-07-01,PLN,Poland,9.6,3.96565,2.42078852142776
2016-07-01,RUB,Russia,130.0,63.40755,2.05022903423961
2016-07-01,SAR,Saudi Arabia,12.0,3.7505,3.19957339021464
2016-07-01,SGD,Singapore,5.45,1.3577,4.01414156293732
2016-07-01,SEK,Sweden,44.94,8.59485,5.228712542976321
2016-07-01,THB,Thailand,119.0,34.965,3.4034034034034
2016-07-01,TRY,Turkey,10.75,3.04305,3.53263995005011
2016-07-01,TWD,Taiwan,69.0,32.029,2.1542976677386103
2016-07-01,UAH,Ukraine,39.0,24.8,1.5725806451612905
2016-07-01,UYU,Uruguay,123.0,30.165,4.07757334659373
2016-07-01,USD,United States,5.04,1.0,5.04
2016-07-01,VND,Vietnam,60000.0,22300.0,2.69058295964126
2016-07-01,ZAR,South Africa,30.0,14.27375,2.10176022418776
2017-01-01,AED,UAE,13.0,3.673,3.5393411380342994
2017-01-01,ARS,Argentina,55.0,15.8575,3.4683903515686603
2017-01-01,AUD,Australia,5.8,1.356668023,4.27518000105469
2017-01-01,BRL,Brazil,16.5,3.22395,5.11794537756479
2017-01-01,CAD,Canada,5.98,1.3259999999999998,4.50980392156863
2017-01-01,CHF,Switzerland,6.5,1.0236,6.350136772176629
2017-01-01,CLP,Chile,2450.0,672.805,3.64147115434636
2017-01-01,CNY,China,19.6,6.9266,2.8296711229174503
2017-01-01,COP,Colombia,9900.0,2994.625,3.30592311224277
2017-01-01,CRC,Costa Rica,2250.0,554.33,4.058954052640121
2017-01-01,CZK,Czech Republic,75.0,25.81175,2.90565343302953
2017-01-01,DKK,Denmark,30.0,7.10125,4.2246083436014805
2017-01-01,EGP,Egypt,27.49,18.77,1.46457112413426
2017-01-01,EUR,Euro area,3.88,0.955246692,4.06177800194884
2017-01-01,GBP,Britain,3.09,0.82877507,3.72839400200588
2017-01-01,HKD,Hong Kong,19.2,7.75595,2.47551879524752
2017-01-01,HUF,Hungary,900.0,294.6172,3.05481146382492
2017-01-01,IDR,Indonesia,31000.0,13329.0,2.32575587065796
2017-01-01,INR,India,170.0,68.3275,2.48801726976693
2017-01-01,ILS,Israel,16.9,3.855,4.38391699092088
2017-01-01,JPY,Japan,380.0,116.665,3.2571893884198304
2017-01-01,KRW,South Korea,4400.0,1196.45,3.67754607380166
2017-01-01,LKR,Sri Lanka,550.0,150.06,3.66520058643209
